,reservation_no,room_no,total_nights,total_rate,avg_daily_rate,room_type,rate_type,booking_date,reservation_date,reservation_weekday,reservation_date_short
0,1,210,3,258.02,86.00666666666666,Double ,Best Available Rate,2016-06-28,2016-07-21,Thursday,"21, July"
1,1,210,3,258.02,86.00666666666666,Double ,Best Available Rate,2016-06-28,2016-07-22,Friday,"22, July"
2,1,210,3,258.02,86.00666666666666,Double ,Best Available Rate,2016-06-28,2016-07-23,Saturday,"23, July"
3,13,108,3,223.5,74.5,Double ,Best Available Rate,2016-06-28,2016-07-14,Thursday,"14, July"
4,13,108,3,223.5,74.5,Double ,Best Available Rate,2016-06-28,2016-07-15,Friday,"15, July"
5,13,108,3,223.5,74.5,Double ,Best Available Rate,2016-06-28,2016-07-16,Saturday,"16, July"
6,15,208,1,420.0,420.0,Double ,Best Available Rate,2016-06-28,2016-07-14,Thursday,"14, July"
7,16,107,1,66.8,66.8,King,Best Available Rate,2016-06-28,2016-07-16,Saturday,"16, July"
8,17,Rub #4,4,540.0,135.0,Rubideaux Condo,Best Available Rate,2016-06-28,2016-07-17,Sunday,"17, July"
9,17,Rub #4,4,540.0,135.0,Rubideaux Condo,Best Available Rate,2016-06-28,2016-07-18,Monday,"18, July"
10,17,Rub #4,4,540.0,135.0,Rubideaux Condo,Best Available Rate,2016-06-28,2016-07-19,Tuesday,"19, July"
11,17,Rub #4,4,540.0,135.0,Rubideaux Condo,Best Available Rate,2016-06-28,2016-07-20,Wednesday,"20, July"
12,18,106,3,258.0,86.0,Double ,Best Available Rate,2016-06-28,2016-07-21,Thursday,"21, July"
13,18,106,3,258.0,86.0,Double ,Best Available Rate,2016-06-28,2016-07-22,Friday,"22, July"
14,18,106,3,258.0,86.0,Double ,Best Available Rate,2016-06-28,2016-07-23,Saturday,"23, July"
15,19,105,3,283.82,94.60666666666667,Premier King,Best Available Rate,2016-06-28,2016-07-21,Thursday,"21, July"
16,19,105,3,283.82,94.60666666666667,Premier King,Best Available Rate,2016-06-28,2016-07-22,Friday,"22, July"
17,19,105,3,283.82,94.60666666666667,Premier King,Best Available Rate,2016-06-28,2016-07-23,Saturday,"23, July"
18,20,203,2,206.0,103.0,King,Best Available Rate,2016-06-28,2016-07-22,Friday,"22, July"
19,20,203,2,206.0,103.0,King,Best Available Rate,2016-06-28,2016-07-23,Saturday,"23, July"
20,1340,102,2,158.0,79.0,Sweetheart King,Best Available Rate,2016-10-17,2016-10-30,Sunday,"30, October"
21,1340,102,2,158.0,79.0,Sweetheart King,Best Available Rate,2016-10-17,2016-10-31,Monday,"31, October"
22,24,106,2,247.0,123.5,Double ,Best Available Rate,2016-06-28,2016-07-25,Monday,"25, July"
23,24,106,2,247.0,123.5,Double ,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
24,27,203,2,196.4,98.2,King,Best Available Rate,2016-06-28,2016-07-25,Monday,"25, July"
25,27,203,2,196.4,98.2,King,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
26,28,110,3,408.0,136.0,Premier King,Best Available Rate,2016-06-28,2016-07-25,Monday,"25, July"
27,28,110,3,408.0,136.0,Premier King,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
28,28,110,3,408.0,136.0,Premier King,Best Available Rate,2016-06-28,2016-07-27,Wednesday,"27, July"
29,30,107,2,196.4,98.2,King,Best Available Rate,2016-06-28,2016-07-25,Monday,"25, July"
30,30,107,2,196.4,98.2,King,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
31,31,101,2,208.6,104.3,Double ,Best Available Rate,2016-06-28,2016-07-25,Monday,"25, July"
32,31,101,2,208.6,104.3,Double ,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
33,33,209,1,119.0,119.0,Double ,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
34,34,205,1,119.0,119.0,King,Best Available Rate,2016-06-28,2016-07-26,Tuesday,"26, July"
35,7520,107,2,256.0,128.0,King,Best Available Rate,2018-02-06,2018-03-03,Saturday,"03, March"
36,7520,107,2,256.0,128.0,King,Best Available Rate,2018-02-06,2018-03-04,Sunday,"04, March"
37,37,203,1,109.0,109.0,King,Best Available Rate,2016-06-28,2016-07-30,Saturday,"30, July"
38,38,105,1,109.0,109.0,Premier King,Best Available Rate,2016-06-28,2016-07-31,Sunday,"31, July"
39,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-01,Monday,"01, August"
40,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-02,Tuesday,"02, August"
41,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-03,Wednesday,"03, August"
42,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-04,Thursday,"04, August"
43,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-05,Friday,"05, August"
44,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-06,Saturday,"06, August"
45,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-07,Sunday,"07, August"
46,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-08,Monday,"08, August"
47,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-09,Tuesday,"09, August"
48,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-10,Wednesday,"10, August"
49,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-11,Thursday,"11, August"
50,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-12,Friday,"12, August"
51,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-13,Saturday,"13, August"
52,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-14,Sunday,"14, August"
53,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-15,Monday,"15, August"
54,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-16,Tuesday,"16, August"
55,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-17,Wednesday,"17, August"
56,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-18,Thursday,"18, August"
57,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-19,Friday,"19, August"
58,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-20,Saturday,"20, August"
59,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-21,Sunday,"21, August"
60,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-22,Monday,"22, August"
61,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-23,Tuesday,"23, August"
62,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-24,Wednesday,"24, August"
63,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-25,Thursday,"25, August"
64,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-26,Friday,"26, August"
65,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-27,Saturday,"27, August"
66,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-28,Sunday,"28, August"
67,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-29,Monday,"29, August"
68,259,203,30,1200.0,40.0,King,Best Available Rate,2016-07-25,2016-08-30,Tuesday,"30, August"
69,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-01,Friday,"01, July"
70,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-02,Saturday,"02, July"
71,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-03,Sunday,"03, July"
72,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-04,Monday,"04, July"
73,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-05,Tuesday,"05, July"
74,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-06,Wednesday,"06, July"
75,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-07,Thursday,"07, July"
76,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-08,Friday,"08, July"
77,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-09,Saturday,"09, July"
78,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-10,Sunday,"10, July"
79,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-11,Monday,"11, July"
80,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-12,Tuesday,"12, July"
81,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-13,Wednesday,"13, July"
82,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-14,Thursday,"14, July"
83,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-15,Friday,"15, July"
84,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-16,Saturday,"16, July"
85,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-17,Sunday,"17, July"
86,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-18,Monday,"18, July"
87,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-19,Tuesday,"19, July"
88,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-20,Wednesday,"20, July"
89,40,207,21,1200.0,57.142857142857146,King,Best Available Rate,2016-06-28,2016-07-21,Thursday,"21, July"
90,10948,105,3,0.0,0.0,Premier King,Comped Rate,2018-11-19,2018-11-19,Monday,"19, November"
91,10948,105,3,0.0,0.0,Premier King,Comped Rate,2018-11-19,2018-11-20,Tuesday,"20, November"
92,10948,105,3,0.0,0.0,Premier King,Comped Rate,2018-11-19,2018-11-21,Wednesday,"21, November"
93,203,101,4,323.0,80.75,Double ,Best Available Rate,2016-07-17,2016-07-18,Monday,"18, July"
94,203,101,4,323.0,80.75,Double ,Best Available Rate,2016-07-17,2016-07-19,Tuesday,"19, July"
95,203,101,4,323.0,80.75,Double ,Best Available Rate,2016-07-17,2016-07-20,Wednesday,"20, July"
96,203,101,4,323.0,80.75,Double ,Best Available Rate,2016-07-17,2016-07-21,Thursday,"21, July"
97,46,206,3,246.4,82.13333333333334,Double ,Best Available Rate,2016-06-29,2016-08-04,Thursday,"04, August"
98,46,206,3,246.4,82.13333333333334,Double ,Best Available Rate,2016-06-29,2016-08-05,Friday,"05, August"
99,46,206,3,246.4,82.13333333333334,Double ,Best Available Rate,2016-06-29,2016-08-06,Saturday,"06, August"
100,47,104,2,193.6,96.8,Double ,Best Available Rate,2016-06-29,2016-07-25,Monday,"25, July"
101,47,104,2,193.6,96.8,Double ,Best Available Rate,2016-06-29,2016-07-26,Tuesday,"26, July"
102,48,109,2,226.0,113.0,Double ,Best Available Rate,2016-06-29,2016-07-22,Friday,"22, July"
103,48,109,2,226.0,113.0,Double ,Best Available Rate,2016-06-29,2016-07-23,Saturday,"23, July"
104,50,207,3,267.3,89.10000000000001,King,Best Available Rate,2016-06-30,2016-08-04,Thursday,"04, August"
105,50,207,3,267.3,89.10000000000001,King,Best Available Rate,2016-06-30,2016-08-05,Friday,"05, August"
106,50,207,3,267.3,89.10000000000001,King,Best Available Rate,2016-06-30,2016-08-06,Saturday,"06, August"
107,51,110,1,149.0,149.0,Premier King,Best Available Rate,2016-06-30,2016-08-06,Saturday,"06, August"
108,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-25,Monday,"25, July"
109,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-26,Tuesday,"26, July"
110,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-27,Wednesday,"27, July"
111,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-28,Thursday,"28, July"
112,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-29,Friday,"29, July"
113,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-30,Saturday,"30, July"
114,53,102,7,809.0,115.57142857142857,Sweetheart King,Best Available Rate,2016-07-01,2016-07-31,Sunday,"31, July"
115,55,111,2,188.0,94.0,Upscale Jacuzzi King,Best Available Rate,2016-07-01,2016-08-26,Friday,"26, August"
116,55,111,2,188.0,94.0,Upscale Jacuzzi King,Best Available Rate,2016-07-01,2016-08-27,Saturday,"27, August"
117,56,205,4,251.2,62.8,King,Best Available Rate,2016-07-01,2016-07-15,Friday,"15, July"
118,56,205,4,251.2,62.8,King,Best Available Rate,2016-07-01,2016-07-16,Saturday,"16, July"
119,56,205,4,251.2,62.8,King,Best Available Rate,2016-07-01,2016-07-17,Sunday,"17, July"
120,56,205,4,251.2,62.8,King,Best Available Rate,2016-07-01,2016-07-18,Monday,"18, July"
121,57,208,2,148.0,74.0,Double ,Best Available Rate,2016-07-01,2016-07-12,Tuesday,"12, July"
122,57,208,2,148.0,74.0,Double ,Best Available Rate,2016-07-01,2016-07-13,Wednesday,"13, July"
123,59,201,1,139.0,139.0,King,Best Available Rate,2016-07-02,2016-08-06,Saturday,"06, August"
124,64,Rub #4,2,264.28,132.14,Rubideaux Condo,Best Available Rate,2016-07-02,2016-08-12,Friday,"12, August"
125,64,Rub #4,2,264.28,132.14,Rubideaux Condo,Best Available Rate,2016-07-02,2016-08-13,Saturday,"13, August"
126,65,104,5,401.0,80.2,Double ,Best Available Rate,2016-07-02,2016-08-13,Saturday,"13, August"
127,65,104,5,401.0,80.2,Double ,Best Available Rate,2016-07-02,2016-08-14,Sunday,"14, August"
128,65,104,5,401.0,80.2,Double ,Best Available Rate,2016-07-02,2016-08-15,Monday,"15, August"
129,65,104,5,401.0,80.2,Double ,Best Available Rate,2016-07-02,2016-08-16,Tuesday,"16, August"
130,65,104,5,401.0,80.2,Double ,Best Available Rate,2016-07-02,2016-08-17,Wednesday,"17, August"
131,68,Rub #4,1,135.0,135.0,Rubideaux Condo,Best Available Rate,2016-07-02,2016-08-26,Friday,"26, August"
132,70,110,1,206.0,206.0,Premier King,Best Available Rate,2016-07-02,2016-09-08,Thursday,"08, September"
133,71,204,2,169.5,84.75,King,Best Available Rate,2016-07-02,2016-09-08,Thursday,"08, September"
134,71,204,2,169.5,84.75,King,Best Available Rate,2016-07-02,2016-09-09,Friday,"09, September"
135,72,101,4,452.0,113.0,Double ,Best Available Rate,2016-07-02,2016-09-23,Friday,"23, September"
136,72,101,4,452.0,113.0,Double ,Best Available Rate,2016-07-02,2016-09-24,Saturday,"24, September"
137,72,101,4,452.0,113.0,Double ,Best Available Rate,2016-07-02,2016-09-25,Sunday,"25, September"
138,72,101,4,452.0,113.0,Double ,Best Available Rate,2016-07-02,2016-09-26,Monday,"26, September"
139,73,108,1,103.0,103.0,Double ,Best Available Rate,2016-07-02,2016-09-24,Saturday,"24, September"
140,76,110,3,447.0,149.0,Premier King,Best Available Rate,2016-07-02,2016-10-15,Saturday,"15, October"
141,76,110,3,447.0,149.0,Premier King,Best Available Rate,2016-07-02,2016-10-16,Sunday,"16, October"
142,76,110,3,447.0,149.0,Premier King,Best Available Rate,2016-07-02,2016-10-17,Monday,"17, October"
143,77,212,1,81.0,81.0,King,Expedia,2016-07-02,2016-10-26,Wednesday,"26, October"
144,78,111,1,109.0,109.0,Upscale Jacuzzi King,Best Available Rate,2016-07-02,2016-10-26,Wednesday,"26, October"
145,81,206,2,236.0,118.0,Double ,Best Available Rate,2016-07-02,2016-10-28,Friday,"28, October"
146,81,206,2,236.0,118.0,Double ,Best Available Rate,2016-07-02,2016-10-29,Saturday,"29, October"
147,1674,101,1,79.0,79.0,Double ,Best Available Rate,2016-11-18,2016-11-19,Saturday,"19, November"
148,85,112,1,93.8,93.8,Upscale King,Best Available Rate,2016-07-02,2016-11-18,Friday,"18, November"
149,3683,105,4,322.0,80.5,Premier King,Best Available Rate,2017-04-07,2017-05-06,Saturday,"06, May"
150,3683,105,4,322.0,80.5,Premier King,Best Available Rate,2017-04-07,2017-05-07,Sunday,"07, May"
151,3683,105,4,322.0,80.5,Premier King,Best Available Rate,2017-04-07,2017-05-08,Monday,"08, May"
152,3683,105,4,322.0,80.5,Premier King,Best Available Rate,2017-04-07,2017-05-09,Tuesday,"09, May"
153,95,202,3,273.51,91.17,King,Best Available Rate,2016-07-03,2016-10-20,Thursday,"20, October"
154,95,202,3,273.51,91.17,King,Best Available Rate,2016-07-03,2016-10-21,Friday,"21, October"
155,95,202,3,273.51,91.17,King,Best Available Rate,2016-07-03,2016-10-22,Saturday,"22, October"
156,331,112,4,316.0,79.0,Upscale King,Best Available Rate,2016-07-31,2016-08-01,Monday,"01, August"
157,331,112,4,316.0,79.0,Upscale King,Best Available Rate,2016-07-31,2016-08-02,Tuesday,"02, August"
158,331,112,4,316.0,79.0,Upscale King,Best Available Rate,2016-07-31,2016-08-03,Wednesday,"03, August"
159,331,112,4,316.0,79.0,Upscale King,Best Available Rate,2016-07-31,2016-08-04,Thursday,"04, August"
160,3595,102,1,113.0,113.0,Sweetheart King,Best Available Rate,2017-04-01,2017-04-04,Tuesday,"04, April"
161,13186,106,1,88.0,88.0,Double ,Best Available Rate,2019-02-18,2019-02-18,Monday,"18, February"
162,2244,203,1,109.0,109.0,King,Best Available Rate,2017-01-05,2017-01-06,Friday,"06, January"
163,107,Rub #4,3,279.0,93.0,Rubideaux Condo,Best Available Rate,2016-07-04,2016-07-28,Thursday,"28, July"
164,107,Rub #4,3,279.0,93.0,Rubideaux Condo,Best Available Rate,2016-07-04,2016-07-29,Friday,"29, July"
165,107,Rub #4,3,279.0,93.0,Rubideaux Condo,Best Available Rate,2016-07-04,2016-07-30,Saturday,"30, July"
166,10005,102,1,78.0,78.0,Sweetheart King,Best Available Rate,2018-09-03,2018-09-03,Monday,"03, September"
167,116,209,1,66.8,66.8,Double ,Best Available Rate,2016-07-06,2016-07-30,Saturday,"30, July"
168,405,102,2,182.0,91.0,Sweetheart King,Best Available Rate,2016-08-07,2016-08-07,Sunday,"07, August"
169,405,102,2,182.0,91.0,Sweetheart King,Best Available Rate,2016-08-07,2016-08-08,Monday,"08, August"
170,121,108,3,339.0,113.0,Double ,Best Available Rate,2016-07-07,2016-07-21,Thursday,"21, July"
171,121,108,3,339.0,113.0,Double ,Best Available Rate,2016-07-07,2016-07-22,Friday,"22, July"
172,121,108,3,339.0,113.0,Double ,Best Available Rate,2016-07-07,2016-07-23,Saturday,"23, July"
173,123,103,2,158.0,79.0,King,Best Available Rate,2016-07-07,2016-07-14,Thursday,"14, July"
174,123,103,2,158.0,79.0,King,Best Available Rate,2016-07-07,2016-07-15,Friday,"15, July"
175,124,108,1,83.0,83.0,Double ,Best Available Rate,2016-07-07,2016-07-31,Sunday,"31, July"
176,127,104,3,242.01,80.67,Double ,Best Available Rate,2016-07-09,2016-07-15,Friday,"15, July"
177,127,104,3,242.01,80.67,Double ,Best Available Rate,2016-07-09,2016-07-16,Saturday,"16, July"
178,127,104,3,242.01,80.67,Double ,Best Available Rate,2016-07-09,2016-07-17,Sunday,"17, July"
179,130,111,1,119.0,119.0,Upscale Jacuzzi King,Best Available Rate,2016-07-10,2016-07-22,Friday,"22, July"
180,131,203,2,158.0,79.0,King,Best Available Rate,2016-07-10,2016-07-15,Friday,"15, July"
181,131,203,2,158.0,79.0,King,Best Available Rate,2016-07-10,2016-07-16,Saturday,"16, July"
182,164,110,1,109.0,109.0,Premier King,Best Available Rate,2016-07-13,2016-10-13,Thursday,"13, October"
183,207,107,2,156.0,78.0,King,Best Available Rate,2016-07-18,2016-07-18,Monday,"18, July"
184,207,107,2,156.0,78.0,King,Best Available Rate,2016-07-18,2016-07-19,Tuesday,"19, July"
185,134,210,1,70.0,70.0,Double ,Best Available Rate,2016-07-11,2016-07-12,Tuesday,"12, July"
186,136,203,3,258.0,86.0,King,Military Per Diem Rate,2016-07-11,2016-07-19,Tuesday,"19, July"
187,136,203,3,258.0,86.0,King,Military Per Diem Rate,2016-07-11,2016-07-20,Wednesday,"20, July"
188,136,203,3,258.0,86.0,King,Military Per Diem Rate,2016-07-11,2016-07-21,Thursday,"21, July"
189,13082,112,1,98.0,98.0,Upscale King,Best Available Rate,2019-02-12,2019-02-13,Wednesday,"13, February"
190,294,109,4,296.0,74.0,Double ,Best Available Rate,2016-07-28,2016-08-01,Monday,"01, August"
191,294,109,4,296.0,74.0,Double ,Best Available Rate,2016-07-28,2016-08-02,Tuesday,"02, August"
192,294,109,4,296.0,74.0,Double ,Best Available Rate,2016-07-28,2016-08-03,Wednesday,"03, August"
193,294,109,4,296.0,74.0,Double ,Best Available Rate,2016-07-28,2016-08-04,Thursday,"04, August"
194,144,102,4,384.0,96.0,Sweetheart King,Best Available Rate,2016-07-11,2016-08-29,Monday,"29, August"
195,144,102,4,384.0,96.0,Sweetheart King,Best Available Rate,2016-07-11,2016-08-30,Tuesday,"30, August"
196,144,102,4,384.0,96.0,Sweetheart King,Best Available Rate,2016-07-11,2016-08-31,Wednesday,"31, August"
197,144,102,4,384.0,96.0,Sweetheart King,Best Available Rate,2016-07-11,2016-09-01,Thursday,"01, September"
198,145,206,3,258.0,86.0,Double ,Best Available Rate,2016-07-11,2016-09-02,Friday,"02, September"
199,145,206,3,258.0,86.0,Double ,Best Available Rate,2016-07-11,2016-09-03,Saturday,"03, September"
200,145,206,3,258.0,86.0,Double ,Best Available Rate,2016-07-11,2016-09-04,Sunday,"04, September"
201,146,101,1,108.0,108.0,Double ,Best Available Rate,2016-07-11,2016-11-13,Sunday,"13, November"
202,147,111,2,204.0,102.0,Upscale Jacuzzi King,Best Available Rate,2016-07-11,2016-08-19,Friday,"19, August"
203,147,111,2,204.0,102.0,Upscale Jacuzzi King,Best Available Rate,2016-07-11,2016-08-20,Saturday,"20, August"
204,149,206,1,74.0,74.0,Double ,Best Available Rate,2016-07-11,2016-07-17,Sunday,"17, July"
205,151,208,1,63.0,63.0,Double ,Best Available Rate,2016-07-12,2016-07-16,Saturday,"16, July"
206,153,208,4,279.0,69.75,Double ,Best Available Rate,2016-07-12,2016-11-10,Thursday,"10, November"
207,153,208,4,279.0,69.75,Double ,Best Available Rate,2016-07-12,2016-11-11,Friday,"11, November"
208,153,208,4,279.0,69.75,Double ,Best Available Rate,2016-07-12,2016-11-12,Saturday,"12, November"
209,153,208,4,279.0,69.75,Double ,Best Available Rate,2016-07-12,2016-11-13,Sunday,"13, November"
210,154,210,1,79.0,79.0,Double ,Best Available Rate,2016-07-12,2016-07-15,Friday,"15, July"
211,719,107,1,74.0,74.0,King,Best Available Rate,2016-08-29,2016-08-31,Wednesday,"31, August"
212,156,111,1,79.0,79.0,Upscale Jacuzzi King,Best Available Rate,2016-07-12,2016-07-15,Friday,"15, July"
213,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-12,Tuesday,"12, July"
214,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-13,Wednesday,"13, July"
215,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-14,Thursday,"14, July"
216,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-15,Friday,"15, July"
217,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-16,Saturday,"16, July"
218,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-17,Sunday,"17, July"
219,157,201,7,427.6,61.08571428571429,King,Best Available Rate,2016-07-12,2016-07-18,Monday,"18, July"
220,4955,204,1,78.0,78.0,King,Best Available Rate,2017-07-24,2017-07-24,Monday,"24, July"
221,167,103,1,89.0,89.0,King,Best Available Rate,2016-07-14,2016-08-07,Sunday,"07, August"
222,169, ,1,150.0,150.0, ,Best Available Rate,2016-07-14,2016-07-17,Sunday,"17, July"
223,173,109,2,160.0,80.0,Double ,Best Available Rate,2016-07-14,2016-07-15,Friday,"15, July"
224,173,109,2,160.0,80.0,Double ,Best Available Rate,2016-07-14,2016-07-16,Saturday,"16, July"
225,175,106,1,66.0,66.0,Double ,Best Available Rate,2016-07-14,2016-08-02,Tuesday,"02, August"
226,176,109,4,323.0,80.75,Double ,Best Available Rate,2016-07-15,2016-07-18,Monday,"18, July"
227,176,109,4,323.0,80.75,Double ,Best Available Rate,2016-07-15,2016-07-19,Tuesday,"19, July"
228,176,109,4,323.0,80.75,Double ,Best Available Rate,2016-07-15,2016-07-20,Wednesday,"20, July"
229,176,109,4,323.0,80.75,Double ,Best Available Rate,2016-07-15,2016-07-21,Thursday,"21, July"
230,177,109,2,246.0,123.0,Double ,Best Available Rate,2016-07-15,2016-07-25,Monday,"25, July"
231,177,109,2,246.0,123.0,Double ,Best Available Rate,2016-07-15,2016-07-26,Tuesday,"26, July"
232,180,101,1,113.0,113.0,Double ,Best Available Rate,2016-07-15,2016-07-22,Friday,"22, July"
233,181,112,2,226.0,113.0,Upscale King,Best Available Rate,2016-07-15,2016-07-22,Friday,"22, July"
234,181,112,2,226.0,113.0,Upscale King,Best Available Rate,2016-07-15,2016-07-23,Saturday,"23, July"
235,1540,201,1,78.0,78.0,King,Best Available Rate,2016-11-03,2016-11-03,Thursday,"03, November"
236,3620,Rub #4,1,133.0,133.0,Rubideaux Condo,Best Available Rate,2017-04-03,2017-04-08,Saturday,"08, April"
237,185,207,3,230.0,76.66666666666667,King,Best Available Rate,2016-07-16,2016-07-29,Friday,"29, July"
238,185,207,3,230.0,76.66666666666667,King,Best Available Rate,2016-07-16,2016-07-30,Saturday,"30, July"
239,185,207,3,230.0,76.66666666666667,King,Best Available Rate,2016-07-16,2016-07-31,Sunday,"31, July"
240,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-19,Tuesday,"19, July"
241,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-20,Wednesday,"20, July"
242,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-21,Thursday,"21, July"
243,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-22,Friday,"22, July"
244,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-23,Saturday,"23, July"
245,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-24,Sunday,"24, July"
246,193,201,7,715.0,102.14285714285714,King,Best Available Rate,2016-07-16,2016-07-25,Monday,"25, July"
247,198,105,1,67.5,67.5,Premier King,Best Available Rate,2016-07-17,2016-07-18,Monday,"18, July"
248,191,210,1,84.0,84.0,Double ,Best Available Rate,2016-07-16,2016-07-16,Saturday,"16, July"
249,194,108,1,70.0,70.0,Double ,Best Available Rate,2016-07-16,2016-07-17,Sunday,"17, July"
250,196,103,1,74.0,74.0,King,Best Available Rate,2016-07-17,2016-07-31,Sunday,"31, July"
251,202,101,1,113.0,113.0,Double ,Best Available Rate,2016-07-17,2016-07-24,Sunday,"24, July"
252,204,104,1,69.0,69.0,Double ,Best Available Rate,2016-07-17,2016-08-11,Thursday,"11, August"
253,206,205,3,273.0,91.0,King,Best Available Rate,2016-07-17,2016-07-27,Wednesday,"27, July"
254,206,205,3,273.0,91.0,King,Best Available Rate,2016-07-17,2016-07-28,Thursday,"28, July"
255,206,205,3,273.0,91.0,King,Best Available Rate,2016-07-17,2016-07-29,Friday,"29, July"
