,reservation_no,room_no,total_nights,total_rate,avg_daily_rate,room_type,rate_type,booking_date,reservation_date,reservation_weekday,reservation_date_short
6218,4897,104,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-04,Saturday,"04, November"
6219,4897,104,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-05,Sunday,"05, November"
6220,4897,104,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-06,Monday,"06, November"
6221,4897,104,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-07,Tuesday,"07, November"
6222,4897,104,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-08,Wednesday,"08, November"
6223,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-02,Thursday,"02, November"
6224,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-03,Friday,"03, November"
6225,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-04,Saturday,"04, November"
6226,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-05,Sunday,"05, November"
6227,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-06,Monday,"06, November"
6228,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-07,Tuesday,"07, November"
6229,4895,106,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-08,Wednesday,"08, November"
6230,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-02,Thursday,"02, November"
6231,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-03,Friday,"03, November"
6232,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-04,Saturday,"04, November"
6233,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-05,Sunday,"05, November"
6234,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-06,Monday,"06, November"
6235,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-07,Tuesday,"07, November"
6236,4898,108,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-08,Wednesday,"08, November"
6237,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-02,Thursday,"02, November"
6238,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-03,Friday,"03, November"
6239,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-04,Saturday,"04, November"
6240,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-05,Sunday,"05, November"
6241,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-06,Monday,"06, November"
6242,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-07,Tuesday,"07, November"
6243,4896,208,7,686.0,98.0,Double ,Booking.com,2017-07-19,2017-11-08,Wednesday,"08, November"
6244,6223,205,2,207.0,103.5,King,Expedia,2017-11-02,2017-11-05,Sunday,"05, November"
6245,6223,205,2,207.0,103.5,King,Expedia,2017-11-02,2017-11-06,Monday,"06, November"
6246,6226,110,2,236.0,118.0,Premier King,Best Available Rate,2017-11-03,2017-11-03,Friday,"03, November"
6247,6226,110,2,236.0,118.0,Premier King,Best Available Rate,2017-11-03,2017-11-04,Saturday,"04, November"
6248,6227,210,1,73.5,73.5,Double ,Expedia,2017-11-03,2017-11-28,Tuesday,"28, November"
6249,6228,201,1,108.0,108.0,King,Best Available Rate,2017-11-03,2017-11-04,Saturday,"04, November"
6250,6231,210,1,108.0,108.0,Double ,Best Available Rate,2017-11-03,2017-11-03,Friday,"03, November"
6251,6232,205,1,98.0,98.0,King,Best Available Rate,2017-11-04,2017-11-04,Saturday,"04, November"
6252,6233,103,3,0.0,0.0,King,Best Available Rate,2017-11-04,2017-11-04,Saturday,"04, November"
6253,6233,103,3,0.0,0.0,King,Best Available Rate,2017-11-04,2017-11-05,Sunday,"05, November"
6254,6233,103,3,0.0,0.0,King,Best Available Rate,2017-11-04,2017-11-06,Monday,"06, November"
6255,6234,212,1,79.0,79.0,King,Best Available Rate,2017-11-04,2017-11-04,Saturday,"04, November"
6256,6235,202,1,98.0,98.0,King,Booking.com,2017-11-05,2017-11-09,Thursday,"09, November"
6257,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-06,Monday,"06, November"
6258,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-07,Tuesday,"07, November"
6259,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-08,Wednesday,"08, November"
6260,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-09,Thursday,"09, November"
6261,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-10,Friday,"10, November"
6262,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-11,Saturday,"11, November"
6263,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-12,Sunday,"12, November"
6264,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-13,Monday,"13, November"
6265,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-14,Tuesday,"14, November"
6266,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-15,Wednesday,"15, November"
6267,6236,107,11,1094.16,99.46909090909092,King,Best Available Rate,2017-11-05,2017-11-16,Thursday,"16, November"
6268,6237,209,1,96.0,96.0,Double ,Expedia,2017-11-06,2017-11-07,Tuesday,"07, November"
6269,6292,108,1,88.0,88.0,Double ,Best Available Rate,2017-11-12,2017-11-12,Sunday,"12, November"
6270,6244,104,1,73.5,73.5,Double ,Expedia,2017-11-06,2017-11-09,Thursday,"09, November"
6271,6245,210,1,98.0,98.0,Double ,Best Available Rate,2017-11-07,2017-12-08,Friday,"08, December"
6272,6247,110,1,118.0,118.0,Premier King,Best Available Rate,2017-11-07,2017-11-11,Saturday,"11, November"
6273,6248,201,1,0.0,0.0,King,Best Available Rate,2017-11-07,2017-11-08,Wednesday,"08, November"
6274,6250,101,1,88.0,88.0,Double ,Best Available Rate,2017-11-07,2017-11-07,Tuesday,"07, November"
6275,6251,205,3,284.0,94.66666666666667,King,Best Available Rate,2017-11-08,2017-12-07,Thursday,"07, December"
6276,6251,205,3,284.0,94.66666666666667,King,Best Available Rate,2017-11-08,2017-12-08,Friday,"08, December"
6277,6251,205,3,284.0,94.66666666666667,King,Best Available Rate,2017-11-08,2017-12-09,Saturday,"09, December"
6278,6252,109,2,177.0,88.5,Double ,Expedia,2017-11-08,2017-11-10,Friday,"10, November"
6279,6252,109,2,177.0,88.5,Double ,Expedia,2017-11-08,2017-11-11,Saturday,"11, November"
6280,6253,111,1,108.0,108.0,Upscale Jacuzzi King,Best Available Rate,2017-11-08,2017-11-08,Wednesday,"08, November"
6281,6254,106,1,98.0,98.0,Double ,Booking.com,2017-11-08,2017-11-09,Thursday,"09, November"
6282,6256,101,2,196.0,98.0,Double ,Best Available Rate,2017-11-08,2017-11-08,Wednesday,"08, November"
6283,6256,101,2,196.0,98.0,Double ,Best Available Rate,2017-11-08,2017-11-09,Thursday,"09, November"
6284,6356,104,2,596.0,298.0,Double ,Best Available Rate,2017-11-19,2018-01-26,Friday,"26, January"
6285,6356,104,2,596.0,298.0,Double ,Best Available Rate,2017-11-19,2018-01-27,Saturday,"27, January"
6286,6262,201,1,73.5,73.5,King,Expedia,2017-11-09,2017-11-09,Thursday,"09, November"
6287,6263,109,1,88.0,88.0,Double ,Best Available Rate,2017-11-09,2017-11-09,Thursday,"09, November"
6288,6265,204,1,81.0,81.0,King,Expedia,2017-11-09,2017-11-11,Saturday,"11, November"
6289,6266,101,2,196.0,98.0,Double ,Best Available Rate,2017-11-10,2017-11-10,Friday,"10, November"
6290,6266,101,2,196.0,98.0,Double ,Best Available Rate,2017-11-10,2017-11-11,Saturday,"11, November"
6291,6267,204,1,81.0,81.0,King,Expedia,2017-11-10,2017-11-10,Friday,"10, November"
6292,6268,105,1,108.0,108.0,Premier King,Booking.com,2017-11-10,2017-11-10,Friday,"10, November"
6293,6269,108,3,344.0,114.66666666666667,Double ,Booking.com,2017-11-10,2017-11-16,Thursday,"16, November"
6294,6269,108,3,344.0,114.66666666666667,Double ,Booking.com,2017-11-10,2017-11-17,Friday,"17, November"
6295,6269,108,3,344.0,114.66666666666667,Double ,Booking.com,2017-11-10,2017-11-18,Saturday,"18, November"
6296,6289,203,1,88.0,88.0,King,Best Available Rate,2017-11-12,2017-11-12,Sunday,"12, November"
6297,6272,202,1,81.0,81.0,King,Expedia,2017-11-10,2017-11-11,Saturday,"11, November"
6298,6307,103,2,176.0,88.0,King,Best Available Rate,2017-11-13,2017-11-13,Monday,"13, November"
6299,6307,103,2,176.0,88.0,King,Best Available Rate,2017-11-13,2017-11-14,Tuesday,"14, November"
6300,6275,211,1,108.0,108.0,Upscale King,Best Available Rate,2017-11-10,2017-11-11,Saturday,"11, November"
6301,6277,102,1,108.0,108.0,Sweetheart King,Best Available Rate,2017-11-10,2017-11-10,Friday,"10, November"
6302,6278,210,1,98.0,98.0,Double ,Best Available Rate,2017-11-10,2017-11-10,Friday,"10, November"
6303,12416,112,1,128.0,128.0,Upscale King,Best Available Rate,2018-12-31,2018-12-31,Monday,"31, December"
6304,6280,209,1,118.0,118.0,Double ,Booking.com,2017-11-11,2017-11-18,Saturday,"18, November"
6305,6281,103,1,108.0,108.0,King,Booking.com,2017-11-11,2017-11-11,Saturday,"11, November"
6306,6283,209,2,169.5,84.75,Double ,Expedia,2017-11-11,2017-11-30,Thursday,"30, November"
6307,6283,209,2,169.5,84.75,Double ,Expedia,2017-11-11,2017-12-01,Friday,"01, December"
6308,6284,205,1,96.76,96.76,King,Best Available Rate,2017-11-11,2017-11-11,Saturday,"11, November"
6309,6285,102,3,324.0,108.0,Sweetheart King,Best Available Rate,2017-11-11,2017-11-12,Sunday,"12, November"
6310,6285,102,3,324.0,108.0,Sweetheart King,Best Available Rate,2017-11-11,2017-11-13,Monday,"13, November"
6311,6285,102,3,324.0,108.0,Sweetheart King,Best Available Rate,2017-11-11,2017-11-14,Tuesday,"14, November"
6312,6328,208,1,88.0,88.0,Double ,Best Available Rate,2017-11-16,2017-11-16,Thursday,"16, November"
6313,6329,210,1,88.0,88.0,Double ,Best Available Rate,2017-11-16,2017-11-16,Thursday,"16, November"
6314,6301,105,2,158.0,79.0,Premier King,Best Available Rate,2017-11-13,2017-11-20,Monday,"20, November"
6315,6301,105,2,158.0,79.0,Premier King,Best Available Rate,2017-11-13,2017-11-21,Tuesday,"21, November"
6316,6291,105,1,111.0,111.0,Premier King,Expedia,2017-11-12,2017-12-31,Sunday,"31, December"
6317,6293,112,1,98.0,98.0,Upscale King,Best Available Rate,2017-11-12,2017-11-14,Tuesday,"14, November"
6318,6297,105,1,98.0,98.0,Premier King,Best Available Rate,2017-11-13,2017-11-13,Monday,"13, November"
6319,6295,105,2,147.0,73.5,Premier King,Expedia,2017-11-13,2017-11-14,Tuesday,"14, November"
6320,6295,105,2,147.0,73.5,Premier King,Expedia,2017-11-13,2017-11-15,Wednesday,"15, November"
6321,6536,205,1,0.0,0.0,King,Comped Rate,2017-12-05,2017-12-05,Tuesday,"05, December"
6322,6303,205,1,63.96,63.96,King,Best Available Rate,2017-11-13,2017-11-13,Monday,"13, November"
6323,6304,107,1,88.56,88.56,King,Best Available Rate,2017-11-13,2017-11-17,Friday,"17, November"
6324,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-11-25,Saturday,"25, November"
6325,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-11-26,Sunday,"26, November"
6326,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-11-27,Monday,"27, November"
6327,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-11-28,Tuesday,"28, November"
6328,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-11-29,Wednesday,"29, November"
6329,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-11-30,Thursday,"30, November"
6330,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-01,Friday,"01, December"
6331,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-02,Saturday,"02, December"
6332,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-03,Sunday,"03, December"
6333,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-04,Monday,"04, December"
6334,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-05,Tuesday,"05, December"
6335,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-06,Wednesday,"06, December"
6336,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-07,Thursday,"07, December"
6337,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-08,Friday,"08, December"
6338,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-09,Saturday,"09, December"
6339,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-10,Sunday,"10, December"
6340,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-11,Monday,"11, December"
6341,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-12,Tuesday,"12, December"
6342,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-13,Wednesday,"13, December"
6343,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-14,Thursday,"14, December"
6344,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-15,Friday,"15, December"
6345,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-16,Saturday,"16, December"
6346,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-17,Sunday,"17, December"
6347,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-18,Monday,"18, December"
6348,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-19,Tuesday,"19, December"
6349,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-20,Wednesday,"20, December"
6350,6305,201,27,1287.19,47.67370370370371,King,Best Available Rate,2017-11-13,2017-12-21,Thursday,"21, December"
6351,6306,109,1,96.0,96.0,Double ,Expedia,2017-11-13,2017-11-18,Saturday,"18, November"
6352,6309,110,1,69.0,69.0,Premier King,Best Available Rate,2017-11-13,2017-11-30,Thursday,"30, November"
6353,6310,104,1,81.0,81.0,Double ,Expedia,2017-11-14,2017-12-16,Saturday,"16, December"
6354,6313,202,1,108.0,108.0,King,Best Available Rate,2017-11-14,2017-11-14,Tuesday,"14, November"
6355,6314,205,1,88.56,88.56,King,Best Available Rate,2017-11-14,2017-11-14,Tuesday,"14, November"
6356,6315,104,1,88.5,88.5,Double ,Expedia,2017-11-14,2017-11-14,Tuesday,"14, November"
6357,6316,104,1,108.0,108.0,Double ,Best Available Rate,2017-11-15,2017-11-17,Friday,"17, November"
6358,6317,103,1,108.0,108.0,King,Best Available Rate,2017-11-15,2017-11-15,Wednesday,"15, November"
6359,6318,210,1,73.5,73.5,Double ,Expedia,2017-11-15,2017-12-05,Tuesday,"05, December"
6360,6319,109,2,177.0,88.5,Double ,Expedia,2017-11-15,2017-11-16,Thursday,"16, November"
6361,6319,109,2,177.0,88.5,Double ,Expedia,2017-11-15,2017-11-17,Friday,"17, November"
6362,6320,205,1,108.0,108.0,King,Best Available Rate,2017-11-15,2017-11-16,Thursday,"16, November"
6363,6321,102,1,118.0,118.0,Sweetheart King,Best Available Rate,2017-11-15,2017-11-15,Wednesday,"15, November"
6364,6322,211,1,120.0,120.0,Upscale King,Best Available Rate,2017-11-15,2017-11-15,Wednesday,"15, November"
6365,6323,209,1,108.0,108.0,Double ,Best Available Rate,2017-11-15,2017-11-16,Thursday,"16, November"
6366,6324,202,1,95.06,95.06,King,Best Available Rate,2017-11-15,2017-11-17,Friday,"17, November"
6367,6332,206,1,88.0,88.0,Double ,Best Available Rate,2017-11-16,2017-12-02,Saturday,"02, December"
6368,6333,101,6,498.0,83.0,Double ,Best Available Rate,2017-11-16,2017-11-19,Sunday,"19, November"
6369,6333,101,6,498.0,83.0,Double ,Best Available Rate,2017-11-16,2017-11-20,Monday,"20, November"
6370,6333,101,6,498.0,83.0,Double ,Best Available Rate,2017-11-16,2017-11-21,Tuesday,"21, November"
6371,6333,101,6,498.0,83.0,Double ,Best Available Rate,2017-11-16,2017-11-22,Wednesday,"22, November"
6372,6333,101,6,498.0,83.0,Double ,Best Available Rate,2017-11-16,2017-11-23,Thursday,"23, November"
6373,6333,101,6,498.0,83.0,Double ,Best Available Rate,2017-11-16,2017-11-24,Friday,"24, November"
6374,5102,103,4,432.0,108.0,King,Booking.com,2017-07-26,2017-11-16,Thursday,"16, November"
6375,5102,103,4,432.0,108.0,King,Booking.com,2017-07-26,2017-11-17,Friday,"17, November"
6376,5102,103,4,432.0,108.0,King,Booking.com,2017-07-26,2017-11-18,Saturday,"18, November"
6377,5102,103,4,432.0,108.0,King,Booking.com,2017-07-26,2017-11-19,Sunday,"19, November"
6378,5103,105,4,432.0,108.0,Premier King,Booking.com,2017-07-26,2017-11-16,Thursday,"16, November"
6379,5103,105,4,432.0,108.0,Premier King,Booking.com,2017-07-26,2017-11-17,Friday,"17, November"
6380,5103,105,4,432.0,108.0,Premier King,Booking.com,2017-07-26,2017-11-18,Saturday,"18, November"
6381,5103,105,4,432.0,108.0,Premier King,Booking.com,2017-07-26,2017-11-19,Sunday,"19, November"
6382,6334,102,2,196.0,98.0,Sweetheart King,Best Available Rate,2017-11-16,2017-11-21,Tuesday,"21, November"
6383,6334,102,2,196.0,98.0,Sweetheart King,Best Available Rate,2017-11-16,2017-11-22,Wednesday,"22, November"
6384,6336,110,1,108.0,108.0,Premier King,Best Available Rate,2017-11-17,2017-12-16,Saturday,"16, December"
6385,6337,203,1,98.0,98.0,King,Best Available Rate,2017-11-17,2017-12-16,Saturday,"16, December"
6386,6338,102,1,108.0,108.0,Sweetheart King,Best Available Rate,2017-11-17,2017-12-02,Saturday,"02, December"
6387,6339,208,1,97.2,97.2,Double ,Best Available Rate,2017-11-17,2017-11-17,Friday,"17, November"
6388,6341,102,1,118.0,118.0,Sweetheart King,Best Available Rate,2017-11-17,2017-11-17,Friday,"17, November"
6389,6342,209,1,88.56,88.56,Double ,Best Available Rate,2017-11-17,2017-11-17,Friday,"17, November"
6390,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-17,Sunday,"17, December"
6391,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-18,Monday,"18, December"
6392,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-19,Tuesday,"19, December"
6393,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-20,Wednesday,"20, December"
6394,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-21,Thursday,"21, December"
6395,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-22,Friday,"22, December"
6396,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-23,Saturday,"23, December"
6397,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-24,Sunday,"24, December"
6398,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-25,Monday,"25, December"
6399,6343,101,10,853.6,85.36,Double ,Best Available Rate,2017-11-17,2017-12-26,Tuesday,"26, December"
6400,6345,101,1,128.0,128.0,Double ,Booking.com,2017-11-18,2017-12-01,Friday,"01, December"
6401,6346,108,1,108.0,108.0,Double ,Booking.com,2017-11-18,2017-12-09,Saturday,"09, December"
6402,6347,101,1,98.0,98.0,Double ,Best Available Rate,2017-11-18,2017-11-18,Saturday,"18, November"
6403,6348,202,1,98.0,98.0,King,Best Available Rate,2017-11-18,2017-11-18,Saturday,"18, November"
6404,6349,203,1,81.0,81.0,King,Expedia,2017-11-18,2017-11-18,Saturday,"18, November"
6405,6350,101,1,81.0,81.0,Double ,Expedia,2017-11-18,2017-12-16,Saturday,"16, December"
6406,6351,204,1,98.0,98.0,King,Best Available Rate,2017-11-18,2017-11-18,Saturday,"18, November"
6407,6352,111,1,98.0,98.0,Upscale Jacuzzi King,Best Available Rate,2017-11-18,2017-11-18,Saturday,"18, November"
6408,6354,206,1,81.0,81.0,Double ,Expedia,2017-11-19,2017-12-29,Friday,"29, December"
6409,6355,101,1,128.0,128.0,Double ,Best Available Rate,2017-11-19,2017-12-10,Sunday,"10, December"
6410,9259,102,3,264.0,88.0,Sweetheart King,Best Available Rate,2018-06-03,2018-06-04,Monday,"04, June"
6411,9259,102,3,264.0,88.0,Sweetheart King,Best Available Rate,2018-06-03,2018-06-05,Tuesday,"05, June"
6412,9259,102,3,264.0,88.0,Sweetheart King,Best Available Rate,2018-06-03,2018-06-06,Wednesday,"06, June"
6413,6360,202,2,147.0,73.5,King,Expedia,2017-11-20,2017-12-04,Monday,"04, December"
6414,6360,202,2,147.0,73.5,King,Expedia,2017-11-20,2017-12-05,Tuesday,"05, December"
6415,6361,104,2,147.0,73.5,Double ,Expedia,2017-11-20,2017-11-22,Wednesday,"22, November"
6416,6361,104,2,147.0,73.5,Double ,Expedia,2017-11-20,2017-11-23,Thursday,"23, November"
6417,6363,104,1,88.0,88.0,Double ,Best Available Rate,2017-11-20,2017-11-30,Thursday,"30, November"
6418,6366,202,1,58.0,58.0,King,Expedia,2017-11-21,2017-11-22,Wednesday,"22, November"
6419,6367,105,2,166.0,83.0,Premier King,Booking.com,2017-11-21,2017-11-23,Thursday,"23, November"
6420,6367,105,2,166.0,83.0,Premier King,Booking.com,2017-11-21,2017-11-24,Friday,"24, November"
6421,6368,103,1,63.96,63.96,King,Best Available Rate,2017-11-21,2017-11-21,Tuesday,"21, November"
6422,6765,203,1,73.5,73.5,King,Expedia,2017-11-21,2017-12-28,Thursday,"28, December"
6423,6371,110,2,147.0,73.5,Premier King,Expedia,2017-11-21,2017-12-26,Tuesday,"26, December"
6424,6371,110,2,147.0,73.5,Premier King,Expedia,2017-11-21,2017-12-27,Wednesday,"27, December"
6425,6374,109,1,78.0,78.0,Double ,Booking.com,2017-11-22,2017-11-22,Wednesday,"22, November"
6426,6375,203,1,98.0,98.0,King,Booking.com,2017-11-22,2017-11-23,Thursday,"23, November"
6427,6378,205,1,58.0,58.0,King,Expedia,2017-11-22,2017-11-22,Wednesday,"22, November"
6428,6380,208,1,58.0,58.0,Double ,Expedia,2017-11-22,2017-11-22,Wednesday,"22, November"
6429,6381,202,2,170.42,85.21,King,Best Available Rate,2017-11-22,2017-12-02,Saturday,"02, December"
6430,6381,202,2,170.42,85.21,King,Best Available Rate,2017-11-22,2017-12-03,Sunday,"03, December"
6431,6383,210,1,58.0,58.0,Double ,Expedia,2017-11-22,2017-11-22,Wednesday,"22, November"
6432,6410,102,1,118.0,118.0,Sweetheart King,Best Available Rate,2017-11-23,2017-12-15,Friday,"15, December"
6433,6411,208,1,118.0,118.0,Double ,Best Available Rate,2017-11-23,2017-12-01,Friday,"01, December"
6434,6412,209,1,78.0,78.0,Double ,Best Available Rate,2017-11-23,2017-11-24,Friday,"24, November"
6435,6414,111,1,98.0,98.0,Upscale Jacuzzi King,Best Available Rate,2017-11-23,2017-11-23,Thursday,"23, November"
6436,6416,111,1,128.0,128.0,Upscale Jacuzzi King,Best Available Rate,2017-11-24,2017-12-01,Friday,"01, December"
6437,6417,212,4,462.0,115.5,King,Booking.com,2017-11-24,2017-12-28,Thursday,"28, December"
6438,6417,212,4,462.0,115.5,King,Booking.com,2017-11-24,2017-12-29,Friday,"29, December"
6439,6417,212,4,462.0,115.5,King,Booking.com,2017-11-24,2017-12-30,Saturday,"30, December"
6440,6417,212,4,462.0,115.5,King,Booking.com,2017-11-24,2017-12-31,Sunday,"31, December"
6441,6418,104,1,66.0,66.0,Double ,Expedia,2017-11-24,2017-11-24,Friday,"24, November"
6442,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-11-30,Thursday,"30, November"
6443,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-12-01,Friday,"01, December"
6444,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-12-02,Saturday,"02, December"
6445,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-12-03,Sunday,"03, December"
6446,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-12-04,Monday,"04, December"
6447,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-12-05,Tuesday,"05, December"
6448,6419,105,7,646.0,92.28571428571429,Premier King,Best Available Rate,2017-11-24,2017-12-06,Wednesday,"06, December"
6449,6420,103,1,78.0,78.0,King,Best Available Rate,2017-11-24,2017-11-24,Friday,"24, November"
6450,6421,107,1,98.0,98.0,King,Booking.com,2017-11-24,2017-12-02,Saturday,"02, December"
6451,6422,205,1,98.0,98.0,King,Booking.com,2017-11-24,2017-12-02,Saturday,"02, December"
6452,6423,102,1,88.0,88.0,Sweetheart King,Best Available Rate,2017-11-24,2017-11-24,Friday,"24, November"
6453,6424,203,1,73.5,73.5,King,Expedia,2017-11-25,2017-12-02,Saturday,"02, December"
6454,6425,203,1,73.5,73.5,King,Expedia,2017-11-25,2017-12-04,Monday,"04, December"
6455,6426,104,1,98.0,98.0,Double ,Booking.com,2017-11-25,2017-12-02,Saturday,"02, December"
6456,6427,210,1,118.0,118.0,Double ,Best Available Rate,2017-11-26,2017-12-01,Friday,"01, December"
6457,6428,102,1,168.0,168.0,Sweetheart King,Best Available Rate,2017-11-26,2017-12-31,Sunday,"31, December"
6458,6429,101,1,88.0,88.0,Double ,Best Available Rate,2017-11-26,2017-12-02,Saturday,"02, December"
6459,13882,201,3,324.0,108.0,King,Best Available Rate,2019-03-31,2019-04-03,Wednesday,"03, April"
6460,13882,201,3,324.0,108.0,King,Best Available Rate,2019-03-31,2019-04-04,Thursday,"04, April"
6461,13882,201,3,324.0,108.0,King,Best Available Rate,2019-03-31,2019-04-05,Friday,"05, April"
6462,6432,209,2,147.0,73.5,Double ,Expedia,2017-11-27,2017-12-02,Saturday,"02, December"
6463,6432,209,2,147.0,73.5,Double ,Expedia,2017-11-27,2017-12-03,Sunday,"03, December"
6464,6433,112,1,118.0,118.0,Upscale King,Best Available Rate,2017-11-27,2017-12-01,Friday,"01, December"
6465,6434,112,1,97.92,97.92,Upscale King,Booking.com,2017-11-27,2017-12-02,Saturday,"02, December"
6466,6435,111,1,108.0,108.0,Upscale Jacuzzi King,Best Available Rate,2017-11-27,2017-12-02,Saturday,"02, December"
6467,6436,105,1,68.0,68.0,Premier King,Best Available Rate,2017-11-27,2017-11-27,Monday,"27, November"
6468,6437,104,1,68.0,68.0,Double ,Booking.com,2017-11-27,2017-11-27,Monday,"27, November"
6469,6439,110,2,111.52,55.76,Premier King,Best Available Rate,2017-11-27,2017-11-27,Monday,"27, November"
6470,6439,110,2,111.52,55.76,Premier King,Best Available Rate,2017-11-27,2017-11-28,Tuesday,"28, November"
6471,6440,204,3,212.0,70.66666666666667,King,Expedia,2017-11-27,2017-11-29,Wednesday,"29, November"
