Reservation_No,DateMade_Short,Arrive_Date_Short,Nights,TotalRate,Room Type,Room,City,State,Zip Code,Rate_Type
7947,26/02/2018,2/3/2018,1,111,Double ,104,Bellevue,,98004,Expedia
8154,12/3/2018,12/3/2018,1,89,King,212,Atlanta,GA,30312,Best Available Rate
7951,26/02/2018,27/02/2018,1,73.5,King,107,Bellevue,,98004,Expedia
7952,26/02/2018,22/03/2018,1,108,Premier King,110,,,,Best Available Rate
7953,27/02/2018,17/03/2018,1,133.86,Premier King,110,,,,Best Available Rate
7954,27/02/2018,27/02/2018,1,80.36,King,212,Westminster,CO,80234,Best Available Rate
7956,27/02/2018,11/3/2018,6,618,Premier King,110,Toronto,ON,M4K 2R1,Best Available Rate
7957,27/02/2018,6/3/2018,1,81,King,203,Lewisburg,PA,17837,Expedia
7959,27/02/2018,27/02/2018,1,73.5,King,202,Bellevue,,98004,Expedia
7961,27/02/2018,17/03/2018,1,158,Upscale King,211,,,,Best Available Rate
7963,27/02/2018,27/02/2018,1,73.5,King,203,Bellevue,,98004,Expedia
7966,27/02/2018,27/02/2018,1,108,King,207,,,,Best Available Rate
10331,1/10/2018,6/10/2018,1,98,Premier King,105,,,,Best Available Rate
7968,27/02/2018,27/02/2018,1,80.36,Upscale Jacuzzi King,111,,,,Best Available Rate
7970,27/02/2018,27/02/2018,2,206,Double ,106,,,,Best Available Rate
7971,27/02/2018,2/3/2018,1,111,Premier King,105,Bellevue,,98004,Expedia
7972,28/02/2018,28/02/2018,1,81,Double ,109,Bellevue,,98004,Expedia
7973,28/02/2018,1/3/2018,1,81,Premier King,110,Bellevue,,98004,Expedia
7974,28/02/2018,20/03/2018,1,81,Double ,101,Bellevue,,98004,Expedia
7975,28/02/2018,20/03/2018,1,81,Double ,104,Sault Ste. Marie,Ontario,P6B5G9,Expedia
7978,28/02/2018,28/02/2018,1,81,Premier King,105,Bellevue,,98004,Expedia
7979,28/02/2018,28/02/2018,1,80.36,King,207,,,,Best Available Rate
7980,28/02/2018,28/02/2018,1,81,Double ,209,Bellevue,,98004,Expedia
7981,28/02/2018,28/02/2018,1,80.36,Double ,206,,,,Best Available Rate
7983,28/02/2018,28/02/2018,1,81,Upscale Jacuzzi King,111,Bellevue,,98004,Expedia
7984,28/02/2018,6/4/2018,1,138,King,203,,,,Best Available Rate
7987,28/02/2018,14/03/2018,1,81,Double ,208,Dallas,TX,75229,Expedia
7988,28/02/2018,2/3/2018,1,111,King,205,Tampa,FL,33611,Expedia
7989,1/3/2018,1/3/2018,1,81,King,201,Bellevue,,98004,Expedia
7990,1/3/2018,1/3/2018,1,108,Double ,209,,,,Booking.com
7991,1/3/2018,1/3/2018,1,81,King,205,Bellevue,,98004,Expedia
7993,1/3/2018,2/3/2018,1,158,Sweetheart King,102,Saint Petersburg,FL,33710,Best Available Rate
7994,1/3/2018,11/3/2018,2,216,Upscale Jacuzzi King,111,Lakeland,FL,33813,Best Available Rate
7996,1/3/2018,1/3/2018,1,98,Premier King,105,,,,Best Available Rate
7998,1/3/2018,3/3/2018,1,267.72,Double ,106,,,,Best Available Rate
8000,1/3/2018,6/3/2018,1,98,King,202,Nashville,TN,37212,Best Available Rate
8001,1/3/2018,1/3/2018,1,118,Sweetheart King,102,Lakeland,FL,33810,Best Available Rate
8002,1/3/2018,2/3/2018,1,138,Double ,209,,,,Best Available Rate
8003,1/3/2018,13/03/2018,1,108,Upscale Jacuzzi King,111,Tallahassee,FL,32317,Best Available Rate
8004,1/3/2018,10/3/2018,1,178,King,207,Oakland Park,FL,33309,Best Available Rate
8005,2/3/2018,17/03/2018,2,236,King,204,,,,Best Available Rate
8006,2/3/2018,12/3/2018,2,162,Double ,104,Bellevue,,98004,Expedia
8007,2/3/2018,9/3/2018,1,141,King,205,Tampa,FL,33614,Expedia
8008,2/3/2018,24/03/2018,1,98,Double ,208,Lady Lake,FL,32159,Best Available Rate
8009,2/3/2018,8/4/2018,1,138,King,103,,,,Best Available Rate
8010,2/3/2018,2/3/2018,1,158,Upscale King,112,,,,Best Available Rate
8011,2/3/2018,15/03/2018,1,95.06,Double ,206,,,,Best Available Rate
8014,2/3/2018,2/3/2018,1,113.16,Upscale King,211,Doral,FL,,Best Available Rate
8015,2/3/2018,30/03/2018,1,81,Double ,206,Gaithersburg,MD,20877,Expedia
8016,2/3/2018,16/03/2018,1,103.5,Double ,106,Bellevue,,98004,Expedia
8019,3/3/2018,23/03/2018,2,162,King,107,Bellevue,,98004,Expedia
8020,3/3/2018,11/3/2018,4,324,Upscale King,112,Berkeley Heights,NJ,7922,Expedia
8021,3/3/2018,8/4/2018,1,148,King,203,,,,Booking.com
8022,4/3/2018,18/03/2018,1,108,Double ,101,,,,Booking.com
8054,5/3/2018,11/3/2018,1,98,King,103,The Villages,FL,32163,Best Available Rate
8084,6/3/2018,6/3/2018,1,73.36,Premier King,105,,,,Best Available Rate
8037,5/3/2018,5/3/2018,1,98,Double ,101,Riverview,FL,33579,Best Available Rate
8034,4/3/2018,9/3/2018,2,282,King,103,Bellevue,,98004,Expedia
8036,5/3/2018,5/3/2018,2,196,King,212,,,,Best Available Rate
8039,5/3/2018,5/3/2018,1,98,King,107,,,,Booking.com
8055,5/3/2018,7/3/2018,3,220,Premier King,105,,,,Best Available Rate
9884,19/08/2018,19/08/2018,1,88,Sweetheart King,102,,,,Best Available Rate
8043,5/3/2018,5/3/2018,1,90,Sweetheart King,102,Irvington,NJ,7111,Best Available Rate
8044,5/3/2018,19/03/2018,3,243,Premier King,105,Pensacola,FL,32507,Expedia
8045,5/3/2018,5/3/2018,1,73.5,King,207,Bellevue,,98004,Expedia
8046,5/3/2018,7/3/2018,1,133.5,King,204,Bellevue,,98004,Expedia
8047,5/3/2018,16/03/2018,4,552,Double ,210,,,,Best Available Rate
8048,5/3/2018,5/3/2018,2,206,Upscale King,112,,,,Best Available Rate
8049,5/3/2018,30/03/2018,2,162,Double ,108,Jacksonville,FL,32224,Expedia
8050,5/3/2018,25/10/2018,0,111,Double ,206,Bellevue,,98004,Expedia
8051,5/3/2018,5/3/2018,1,73.5,Double ,104,Bellevue,,98004,Expedia
8052,5/3/2018,12/3/2018,2,216,Double ,208,,,,Booking.com
8053,5/3/2018,5/3/2018,1,73.5,Double ,209,Charleston,SC,29414,Best Available Rate
8065,6/3/2018,6/3/2018,1,108,Upscale King,211,Tampa,FL,33609,Best Available Rate
8057,5/3/2018,5/3/2018,1,88,Double ,106,Clearwater,FL,33759,Best Available Rate
8058,5/3/2018,12/3/2018,4,392,Double ,210,,,,Best Available Rate
8062,6/3/2018,13/03/2018,1,78,Double ,101,Port Charlotte,FL,33948,Best Available Rate
8063,6/3/2018,11/3/2018,2,196,King,107,Bethesda,MD,20817,Best Available Rate
8064,6/3/2018,6/3/2018,1,108,Sweetheart King,102,Tampa,FL,33625,Best Available Rate
8066,6/3/2018,6/3/2018,0,100.36,Double ,210,,,,Best Available Rate
8067,6/3/2018,6/3/2018,1,80.36,King,201,Nanuet,NY,10954,Best Available Rate
8074,6/3/2018,6/3/2018,1,80.36,King,204,,,,Best Available Rate
8076,6/3/2018,6/3/2018,1,80.36,Double ,108,Denver,CO,80239,Booking.com
8079,6/3/2018,19/03/2018,1,78,Double ,101,Grove,OK,74344,Best Available Rate
8080,6/3/2018,6/3/2018,1,81,Double ,206,,,,Expedia
8086,6/3/2018,6/3/2018,1,78,Double ,209,Miami,FL,33177,Best Available Rate
8087,6/3/2018,11/3/2018,5,405,King,201,Winter Springs,FL,32708,Expedia
8089,7/3/2018,22/03/2018,3,243,King,103,Bellevue,,98004,Expedia
8090,7/3/2018,19/03/2018,3,324,King,107,Bellevue,,98004,Expedia
8092,7/3/2018,7/4/2018,2,222,King,202,Destin,FL,32541,Expedia
8093,7/3/2018,28/03/2018,1,81,Double ,104,Bellevue,,98004,Expedia
8094,7/3/2018,12/3/2018,1,98,King,103,Chattanooga,TN,37421,Best Available Rate
8095,7/3/2018,21/04/2018,1,111,King,207,Lake Worth,FL,33449,Expedia
8096,7/3/2018,19/03/2018,1,108,Sweetheart King,102,,,,Best Available Rate
8098,7/3/2018,14/03/2018,3,324,King,202,Irvine,CA,92620,Best Available Rate
8099,8/3/2018,13/03/2018,1,108,Sweetheart King,102,Cooper City,FL,,Best Available Rate
8100,8/3/2018,19/03/2018,1,81,Double ,104,Bellevue,,98004,Expedia
8173,13/03/2018,13/03/2018,1,98,King,212,Missoula,MT,59801,Best Available Rate
8104,8/3/2018,20/04/2018,1,158,Upscale Jacuzzi King,111,,,,Best Available Rate
8105,8/3/2018,23/03/2018,3,432,Double ,108,,,,Booking.com
8106,9/3/2018,13/03/2018,1,80.36,King,107,Niceville,FL,32578,Best Available Rate
8107,9/3/2018,16/03/2018,1,103.5,Upscale King,112,Bellevue,,98004,Expedia
8160,12/3/2018,13/03/2018,1,108,Double ,206,Wickliffe,,44092,Best Available Rate
8109,9/3/2018,11/3/2018,1,81,Double ,101,San Francisco,CA,94115,Expedia
8110,9/3/2018,15/03/2018,1,81,King,103,Orlando,FL,32805,Expedia
8111,9/3/2018,20/03/2018,1,81,Premier King,110,Major,SK,S0L 2H0,Expedia
8113,9/3/2018,25/10/2018,2,296,Double ,206,.,,,Booking.com
8119,10/3/2018,11/3/2018,2,162,Double ,108,Orlando,FL,32812,Expedia
8120,10/3/2018,12/3/2018,3,294,Double ,209,Cincinnati,OH,45231,Best Available Rate
14604,3/6/2019,4/6/2019,1,78,Sweetheart King,102,,,,Best Available Rate
8132,11/3/2018,12/3/2018,2,162,King,203,Bellevue,,98004,Expedia
8134,11/3/2018,11/3/2018,1,80.36,Double ,104,Santa Fe,NM,87505,Best Available Rate
8135,11/3/2018,11/3/2018,1,80.36,King,203,Brandon,FL,33511,Best Available Rate
8136,11/3/2018,12/3/2018,1,108,Sweetheart King,102,Tampa,FL,33625,Best Available Rate
8138,11/3/2018,24/03/2018,6,486,Double ,206,,,98144,Expedia
8139,11/3/2018,26/03/2018,1,81,Double ,108,Bellevue,,98004,Expedia
8140,11/3/2018,11/3/2018,1,98,Sweetheart King,102,Alva,FL,33920,Best Available Rate
8141,11/3/2018,11/3/2018,1,80.36,Double ,208,Purcellville,VA,20132,Expedia
8142,11/3/2018,12/3/2018,1,108,King,204,North Fort Myers,FL,33917,Booking.com
8145,12/3/2018,16/03/2018,1,103.5,King,103,Bellevue,,98004,Expedia
8146,12/3/2018,16/03/2018,1,98,Upscale King,211,,,,Best Available Rate
8147,12/3/2018,14/03/2018,1,81,King,212,Boca Raton,FL,33433,Expedia
8148,12/3/2018,13/03/2018,2,162,King,207,Fanning Springs,FL,32693,Expedia
8149,12/3/2018,12/3/2018,2,216,Double ,106,Dallas,GA,30132,Booking.com
8150,12/3/2018,12/3/2018,1,98,Double ,101,,,,Best Available Rate
8151,12/3/2018,24/03/2018,1,108,Double ,210,,,,Booking.com
8170,13/03/2018,14/03/2018,1,25.32,King,107,Bellevue,,98004,Best Available Rate
8156,12/3/2018,9/4/2018,3,333,Premier King,105,Bellevue,,98004,Expedia
8157,12/3/2018,30/03/2018,1,108,Double ,210,Grand Blanc,,48439,Booking.com
8158,12/3/2018,16/03/2018,1,124.16,Double ,108,,,,Best Available Rate
8165,13/03/2018,20/03/2018,1,108,King,207,Phoenix,AZ,85042,Booking.com
8166,13/03/2018,14/03/2018,1,108,Double ,104,eindhoven,,5651BR,Booking.com
8169,13/03/2018,16/03/2018,1,103.5,Double ,104,Bellevue,,98004,Expedia
8175,13/03/2018,13/03/2018,2,162,King,205,Vancouver,BC,,Expedia
8176,13/03/2018,23/03/2018,2,162,Double ,209,Bellevue,,98004,Expedia
8178,13/03/2018,24/03/2018,1,108,Double ,104,,,,Booking.com
8180,13/03/2018,14/03/2018,1,98,Double ,206,McDonough,GA,30253,Best Available Rate
8184,13/03/2018,8/4/2018,1,111,Double ,106,Bellevue,,98004,Expedia
8185,13/03/2018,8/4/2018,1,111,Double ,104,Bellevue,,98004,Expedia
8186,14/03/2018,14/03/2018,1,81,King,204,Lecanto,FL,34461,Expedia
8187,14/03/2018,19/04/2018,3,414,King,202,,,,Best Available Rate
8188,14/03/2018,22/03/2018,1,81,King,203,Bellevue,,98004,Expedia
8189,14/03/2018,17/03/2018,1,138,King,207,Tampa,FL,33629,Best Available Rate
8194,14/03/2018,15/03/2018,2,226,Premier King,105,Delray Beach,FL,33444,Best Available Rate
8195,14/03/2018,15/03/2018,1,108,Upscale Jacuzzi King,111,Winter Haven,FL,33880,Booking.com
8197,14/03/2018,14/03/2018,1,108,Upscale King,211,Villas,NJ,8251,Expedia
8200,14/03/2018,16/03/2018,1,128,King,204,,,,Best Available Rate
8224,15/03/2018,17/03/2018,1,138,Double ,208,Tampa,FL,33637,Best Available Rate
8205,14/03/2018,23/03/2018,5,380.24,King,201,,,,Best Available Rate
8206,14/03/2018,14/03/2018,1,80.36,Double ,106,Tampa,FL,33602,Best Available Rate
8208,14/03/2018,22/03/2018,1,0,King,207,Bellevue,,98004,Expedia
8407,27/03/2018,27/03/2018,1,78,King,103,,,,Best Available Rate
8210,15/03/2018,20/03/2018,6,486,King,204,Bellevue,,98004,Expedia
8219,15/03/2018,16/03/2018,1,128,King,107,,,,Best Available Rate
8212,15/03/2018,15/03/2018,1,81,King,205,,,33418,Expedia
8214,15/03/2018,15/03/2018,1,81,Double ,209,Bellevue,,98004,Expedia
8215,15/03/2018,15/03/2018,1,81,King,212,Bellevue,,98004,Expedia
8217,15/03/2018,25/03/2018,1,0,Double ,208,,,33810,Expedia
8220,15/03/2018,22/03/2018,2,196,Double ,104,,,,Best Available Rate
8222,15/03/2018,22/03/2018,1,108,Upscale King,112,,,,Best Available Rate
8223,15/03/2018,18/03/2018,1,81,Double ,106,Largo,FL,33771,Expedia
8225,15/03/2018,25/04/2018,1,111,King,204,Bellevue,,98004,Expedia
8226,15/03/2018,21/03/2018,1,81,King,207,Bellevue,,98004,Expedia
8227,16/03/2018,21/04/2018,1,111,King,204,Orlando,FL,32803,Expedia
8228,16/03/2018,19/03/2018,1,108,Double ,106,Boca Raton,FL,33486,Booking.com
8229,16/03/2018,24/03/2018,1,108,Upscale King,211,,,,Best Available Rate
8380,26/03/2018,26/03/2018,1,78,King,103,Port Charlotte,FL,33952,Best Available Rate
8231,16/03/2018,22/03/2018,2,216,Sweetheart King,102,,,,Best Available Rate
8232,16/03/2018,30/03/2018,1,81,King,204,,,6851,Expedia
8681,11/4/2018,21/04/2018,5,590,Premier King,105,Leawood,KS,66209,Best Available Rate
8234,16/03/2018,26/03/2018,5,405,Double ,209,Sault Ste. Marie,MI,49783,Expedia
8810,23/04/2018,23/06/2018,2,186,Double ,210,,,411710,Best Available Rate
8236,16/03/2018,18/03/2018,1,73.5,King,103,Spring Hill,FL,34606,Expedia
8237,16/03/2018,20/03/2018,1,81,Double ,208,Arkadelphia,AR,71998,Expedia
8239,17/03/2018,23/03/2018,4,380.24,Double ,101,,,,Best Available Rate
8242,17/03/2018,30/03/2018,2,196,King,212,Rutland,VT,5701,Best Available Rate
8243,17/03/2018,31/03/2018,1,98,Double ,208,Orlando,FL,32807,Best Available Rate
8245,18/03/2018,19/03/2018,1,98,King,103,East Lyme,CT,6357,Booking.com
8246,18/03/2018,21/03/2018,1,81,Double ,210,,VA,23834,Expedia
8247,18/03/2018,23/03/2018,1,108,King,203,,,,Booking.com
8248,18/03/2018,18/03/2018,1,73.5,Premier King,105,Tampa,FL,33647,Expedia
8260,18/03/2018,23/03/2018,1,108,Double ,208,33868,,,Booking.com
8265,18/03/2018,18/03/2018,1,72.16,Double ,108,Mount Dora,FL,32757,Best Available Rate
8267,18/03/2018,30/03/2018,2,216,King,202,Gurnee,IL,60031,Booking.com
8268,18/03/2018,23/03/2018,1,108,Double ,210,Jacksonville,FL,32258,Booking.com
8269,19/03/2018,19/03/2018,1,88,Double ,108,Aurora,IL,60504,Best Available Rate
8270,19/03/2018,19/03/2018,1,73.5,Double ,206,Bellevue,,98004,Expedia
10514,19/10/2018,21/10/2018,5,395,King,107,.,,,Best Available Rate
8272,19/03/2018,21/03/2018,1,108,Premier King,110,The Villages,FL,32162,Booking.com
8274,19/03/2018,21/03/2018,5,475.3,King,212,,,,Best Available Rate
8275,19/03/2018,22/03/2018,2,190.12,Upscale King,211,,,,Best Available Rate
8277,19/03/2018,22/03/2018,5,475.3,Double ,106,,,,Best Available Rate
8278,19/03/2018,19/03/2018,2,154.5,Upscale King,211,Tempe,AZ,85284,Expedia
8279,19/03/2018,19/03/2018,1,72.16,King,202,New York,NY,10021,Best Available Rate
8280,19/03/2018,20/03/2018,1,80.36,King,212,Miami,FL,33127,Best Available Rate
8281,19/03/2018,20/03/2018,2,216,King,205,,,,Booking.com
8282,19/03/2018,19/03/2018,1,98,Upscale King,112,Tampa,FL,33635,Best Available Rate
8283,19/03/2018,19/03/2018,1,88,Double ,208,Wayne,ME,4284,Best Available Rate
8284,19/03/2018,19/03/2018,2,154.5,King,203,Naples,FL,34109,Best Available Rate
8285,19/03/2018,19/03/2018,2,152.52,King,201,Tampa,FL,33606,Best Available Rate
8286,19/03/2018,23/03/2018,2,236,Upscale King,112,Lutz,FL,33549,Best Available Rate
8287,19/03/2018,31/03/2018,1,81,King,204,Bradenton,FL,,Expedia
8288,19/03/2018,31/03/2018,1,190.12,Double ,101,,,,Best Available Rate
8289,20/03/2018,6/5/2018,2,276,Double ,101,,,,Best Available Rate
8290,20/03/2018,20/03/2018,1,108,King,103,Rutland,VT,5701,Booking.com
8291,20/03/2018,22/03/2018,2,162,King,202,Bellevue,,98004,Expedia
8295,20/03/2018,22/03/2018,1,108,Upscale Jacuzzi King,111,,,,Best Available Rate
8297,20/03/2018,21/03/2018,1,108,King,103,Rutland,,5701,Booking.com
8300,20/03/2018,20/03/2018,1,88,Double ,210,Anoka,MN,55303,Best Available Rate
8301,20/03/2018,20/03/2018,3,243,Double ,209,,,,Expedia
8303,21/03/2018,21/03/2018,1,108,Sweetheart King,102,,,,Best Available Rate
8304,21/03/2018,25/03/2018,3,294,Upscale Jacuzzi King,111,Brighton,MI,48114,Best Available Rate
8307,21/03/2018,21/03/2018,1,81,King,201,Bellevue,,98004,Expedia
9045,21/03/2018,12/5/2018,1,158,Double ,209,Alexandria,,22308,Booking.com
8309,21/03/2018,26/03/2018,1,81,King,202,Bellevue,,98004,Expedia
8310,21/03/2018,21/04/2018,1,111,King,201,Bellevue,,32615,Expedia
8311,21/03/2018,21/03/2018,1,108,Double ,208,Orlando,FL,32819,Booking.com
8313,21/03/2018,2/4/2018,2,156,King,107,Reading,PA,19610,Best Available Rate
8317,21/03/2018,21/03/2018,1,108,Double ,108,Jacksonville,FL,32246,Booking.com
8318,21/03/2018,21/03/2018,1,80.36,Double ,104,Great Neck,NY,11020,Best Available Rate
8320,21/03/2018,22/03/2018,1,98,Double ,210,,,,Best Available Rate
8322,21/03/2018,21/03/2018,1,81,King,202,,,,Best Available Rate
8323,22/03/2018,22/03/2018,1,81,Double ,208,Bellevue,,98004,Expedia
8324,22/03/2018,29/03/2018,3,243,King,203,Lutz,FL,,Expedia
8325,22/03/2018,22/03/2018,1,108,Double ,101,,,,Booking.com
8327,22/03/2018,26/03/2018,2,196,Premier King,110,,,48381,Best Available Rate
8328,22/03/2018,29/03/2018,2,162,King,205,Bellevue,,98004,Expedia
8330,22/03/2018,22/03/2018,1,80.36,King,205,,,,Best Available Rate
8331,22/03/2018,22/03/2018,1,108,King,201,,,,Best Available Rate
8333,23/03/2018,24/03/2018,1,148,King,207,,,,Booking.com
8337,23/03/2018,11/4/2018,1,138,Double ,106,,,34321,Best Available Rate
8338,23/03/2018,23/03/2018,2,276,King,205,New York,NY,10280,Best Available Rate
8339,23/03/2018,21/04/2018,1,111,King,205,Irving,TX,,Expedia
8341,23/03/2018,28/03/2018,2,216,Double ,108,,,,Booking.com
8342,24/03/2018,20/04/2018,2,222,Double ,209,Jacksonville Beach,FL,32250,Expedia
8343,24/03/2018,21/04/2018,1,138,Double ,206,,,,Best Available Rate
8344,24/03/2018,21/04/2018,1,138,King,212,,,,Best Available Rate
8345,24/03/2018,29/03/2018,1,81,Double ,104,Bellevue,,98004,Expedia
8347,25/03/2018,27/03/2018,0,88,King,204,Lakeland,FL,33803,Best Available Rate
8348,25/03/2018,25/03/2018,1,66,Premier King,105,Lakeland,FL,33809,Expedia
8349,25/03/2018,25/03/2018,0,66,Double ,104,Sarasota,FL,34238,Expedia
8350,25/03/2018,25/03/2018,1,88,King,203,Warwick,NY,10990,Booking.com
8352,25/03/2018,5/5/2018,1,158,King,203,Sarasota,FL,34232,Booking.com
8358,25/03/2018,11/4/2018,1,128,King,212,Saint Johns,FL,32259,Best Available Rate
8360,25/03/2018,26/03/2018,2,132,Double ,208,Bellevue,,98004,Expedia
8361,25/03/2018,13/04/2018,1,81,King,103,Bellevue,,98004,Expedia
8362,25/03/2018,25/03/2018,1,78,Double ,104,West Palm Beach,FL,33407,Best Available Rate
8363,26/03/2018,26/03/2018,1,66,King,203,Longview,WA,98632,Expedia
8366,26/03/2018,26/03/2018,1,63.96,King,212,,,,Best Available Rate
8367,26/03/2018,30/03/2018,2,160.72,King,103,,,,Best Available Rate
8368,26/03/2018,26/03/2018,1,78,Double ,104,,,,Best Available Rate
8370,26/03/2018,26/03/2018,1,88,Upscale King,112,Jupiter,FL,33458,Best Available Rate
8373,26/03/2018,31/03/2018,1,98,Premier King,110,Fairfax Station,VA,22039,Best Available Rate
8375,26/03/2018,26/03/2018,1,63.96,King,204,Spring Hill,FL,34608,Best Available Rate
8377,26/03/2018,26/03/2018,1,78,Premier King,105,,,,Best Available Rate
8379,26/03/2018,27/03/2018,2,176,Sweetheart King,102,,,,Booking.com
8381,26/03/2018,26/03/2018,1,78,King,107,Miami,FL,33178,Best Available Rate
8383,26/03/2018,26/03/2018,1,78,Double ,210,,,,Best Available Rate
8384,26/03/2018,26/03/2018,1,63.96,King,205,,,,Best Available Rate
8386,26/03/2018,27/03/2018,1,63.96,King,205,Rockville Centre,NY,11570,Best Available Rate
8387,26/03/2018,21/04/2018,1,126,Double ,106,Bellevue,,98004,Expedia
8400,27/03/2018,27/03/2018,3,234,Upscale King,211,Hollywood,FL,33029,Best Available Rate
8390,26/03/2018,28/03/2018,2,147,Premier King,105,Bellevue,,98004,Expedia
8392,27/03/2018,27/03/2018,2,151.32,Double ,210,,,,Best Available Rate
8393,27/03/2018,27/03/2018,1,66,King,107,Bellevue,,98004,Expedia
8394,27/03/2018,27/03/2018,1,88,Double ,104,.,,,Booking.com
8395,27/03/2018,27/03/2018,1,66,King,207,Bellevue,,33611,Expedia
8396,27/03/2018,27/03/2018,2,132,King,203,Bellevue,,98004,Expedia
8397,27/03/2018,27/03/2018,1,88,Double ,106,,,,Booking.com
8398,27/03/2018,27/03/2018,1,66,Upscale King,112,Bellevue,,98004,Expedia
8401,27/03/2018,30/03/2018,1,108,Premier King,105,Port Haywood,VA,23138,Booking.com
8402,27/03/2018,29/03/2018,2,162,King,201,Bellevue,,98004,Expedia
8403,27/03/2018,28/03/2018,4,309,King,207,Bellevue,,98004,Expedia
8404,27/03/2018,27/03/2018,1,66,Double ,108,Bellevue,,33166,Expedia
8405,27/03/2018,27/03/2018,1,63.96,Premier King,105,Tallahassee,FL,32303,Best Available Rate
8406,27/03/2018,27/03/2018,2,176,King,204,Richmond,VA,23225,Expedia
8408,27/03/2018,27/03/2018,1,98,King,212,,,,Best Available Rate
8410,28/03/2018,31/03/2018,0,108,King,201,Pooler,GA,31322,Booking.com
8411,28/03/2018,31/03/2018,1,108,Double ,206,Cape Girardeau,MO,63701,Booking.com
8413,28/03/2018,28/03/2018,1,88,King,107,.,,,Booking.com
8438,30/03/2018,30/03/2018,1,118,Upscale Jacuzzi King,111,,,,Best Available Rate
8415,28/03/2018,28/03/2018,1,63.96,King,205,,,,Best Available Rate
8416,28/03/2018,28/03/2018,1,63.96,King,201,,,,Best Available Rate
8425,28/03/2018,29/03/2018,1,88,Double ,101,,,,Best Available Rate
8419,28/03/2018,28/03/2018,1,72.16,Premier King,110,,,,Best Available Rate
8420,28/03/2018,3/4/2018,1,63.96,Double ,106,,,,Comped Rate
8421,28/03/2018,29/03/2018,1,108,King,103,Loganville,,30052,Booking.com
8445,31/03/2018,31/03/2018,1,98,King,107,,,,Best Available Rate
8423,28/03/2018,29/03/2018,1,72.16,Double ,210,,,,Best Available Rate
8429,29/03/2018,30/03/2018,1,118,Sweetheart King,102,,,,Best Available Rate
8431,29/03/2018,5/4/2018,3,265.5,Double ,108,Bellevue,,98004,Expedia
8432,29/03/2018,29/03/2018,1,108,Sweetheart King,102,,,,Best Available Rate
8440,30/03/2018,30/03/2018,3,314,Upscale King,211,Los Angeles,,90021,Best Available Rate
8436,30/03/2018,9/4/2018,1,88,Double ,106,,,,Best Available Rate
8439,30/03/2018,31/03/2018,1,81,Double ,210,Jacksonville,FL,32211,Expedia
8443,30/03/2018,7/4/2018,1,128,King,203,,,,Booking.com
8444,30/03/2018,30/03/2018,1,88,Double ,106,,,,Best Available Rate
8447,31/03/2018,31/03/2018,1,80.36,Double ,209,Punta Gorda,FL,33983,Best Available Rate
8509,31/03/2018,20/04/2018,1,103.5,Double ,106,Bellevue,,98004,Expedia
8510,31/03/2018,5/4/2018,1,63.96,Premier King,105,,,,Best Available Rate
8512,31/03/2018,2/4/2018,4,264,King,204,Bellevue,,98004,Expedia
