,avg_daily_rate,booking_date,rate_type,reservation_date,reservation_date_short,reservation_no,reservation_weekday,room_no,room_type,total_nights,total_rate,Room Count,Month,Week,Quarter,Season
1880,69.0,2017-02-06,Best Available Rate,2017-02-14,"14, February",2716,Tuesday,103,King,7,483.0,1,2,7,1,Winter
1881,69.0,2017-02-06,Best Available Rate,2017-02-15,"15, February",2716,Wednesday,103,King,7,483.0,1,2,7,1,Winter
1882,69.0,2017-02-06,Best Available Rate,2017-02-16,"16, February",2716,Thursday,103,King,7,483.0,1,2,7,1,Winter
1883,69.0,2017-02-06,Best Available Rate,2017-02-17,"17, February",2716,Friday,103,King,7,483.0,1,2,7,1,Winter
1884,69.0,2017-02-06,Best Available Rate,2017-02-18,"18, February",2716,Saturday,103,King,7,483.0,1,2,7,1,Winter
1885,69.0,2017-02-21,Best Available Rate,2017-02-21,"21, February",2947,Tuesday,101,Double ,1,69.0,1,2,8,1,Winter
1886,69.0,2017-02-20,Best Available Rate,2017-02-20,"20, February",2921,Monday,102,Sweetheart King,1,69.0,1,2,8,1,Winter
1887,69.0,2017-03-06,Best Available Rate,2017-03-20,"20, March",3234,Monday,210,Double ,1,69.0,1,3,12,1,Spring
1888,69.0,2017-03-07,Best Available Rate,2017-03-08,"08, March",3240,Wednesday,108,Double ,2,138.0,1,3,10,1,Spring
1889,69.0,2017-03-07,Best Available Rate,2017-03-09,"09, March",3240,Thursday,108,Double ,2,138.0,1,3,10,1,Spring
1890,69.0,2017-03-15,Best Available Rate,2017-03-18,"18, March",3361,Saturday,107,King,2,138.0,1,3,11,1,Spring
1891,69.0,2017-03-15,Best Available Rate,2017-03-19,"19, March",3361,Sunday,107,King,2,138.0,1,3,11,1,Spring
1892,69.0,2017-03-18,Best Available Rate,2017-03-20,"20, March",3390,Monday,212,King,1,69.0,1,3,12,1,Spring
1893,69.0,2017-03-27,Best Available Rate,2017-03-30,"30, March",3530,Thursday,107,King,1,69.0,1,3,13,1,Spring
1894,69.0,2017-05-02,Best Available Rate,2017-05-02,"02, May",4131,Tuesday,206,Double ,1,69.0,1,5,18,2,Spring
1895,69.0,2017-05-12,Best Available Rate,2017-05-12,"12, May",4252,Friday,106,Double ,2,138.0,1,5,19,2,Spring
1896,69.0,2017-05-12,Best Available Rate,2017-05-13,"13, May",4252,Saturday,106,Double ,2,138.0,1,5,19,2,Spring
1897,69.0,2017-05-13,Best Available Rate,2017-05-17,"17, May",4268,Wednesday,106,Double ,1,69.0,1,5,20,2,Spring
1898,69.0,2017-05-24,Best Available Rate,2017-05-29,"29, May",4357,Monday,108,Double ,2,138.0,1,5,22,2,Spring
1899,69.0,2017-05-24,Best Available Rate,2017-05-30,"30, May",4357,Tuesday,108,Double ,2,138.0,1,5,22,2,Spring
1900,69.0,2017-06-05,Best Available Rate,2017-06-05,"05, June",4451,Monday,105,Premier King,2,138.0,1,6,23,2,Summer
1901,69.0,2017-06-05,Best Available Rate,2017-06-06,"06, June",4451,Tuesday,105,Premier King,2,138.0,1,6,23,2,Summer
1902,69.0,2017-09-27,Best Available Rate,2017-09-27,"27, September",5826,Wednesday,203,King,1,69.0,1,9,39,3,Fall
1903,69.0,2017-10-11,Best Available Rate,2017-11-07,"07, November",6006,Tuesday,103,King,3,207.0,1,11,45,4,Fall
1904,69.0,2017-10-11,Best Available Rate,2017-11-08,"08, November",6006,Wednesday,103,King,3,207.0,1,11,45,4,Fall
1905,69.0,2017-10-11,Best Available Rate,2017-11-09,"09, November",6006,Thursday,103,King,3,207.0,1,11,45,4,Fall
1906,69.0,2017-11-13,Best Available Rate,2017-11-30,"30, November",6309,Thursday,110,Premier King,1,69.0,1,11,48,4,Fall
1907,69.0,2017-12-05,Best Available Rate,2017-12-04,"04, December",6529,Monday,205,King,1,69.0,1,12,49,4,Winter
1908,69.0,2018-08-29,Expedia,2018-08-29,"29, August",9947,Wednesday,204,King,5,345.0,1,8,35,3,Summer
1909,69.0,2018-08-29,Expedia,2018-08-30,"30, August",9947,Thursday,204,King,5,345.0,1,8,35,3,Summer
1910,69.0,2018-08-29,Expedia,2018-08-31,"31, August",9947,Friday,204,King,5,345.0,1,8,35,3,Summer
1911,69.0,2018-08-29,Expedia,2018-09-01,"01, September",9947,Saturday,204,King,5,345.0,1,9,35,3,Fall
1912,69.0,2018-08-29,Expedia,2018-09-02,"02, September",9947,Sunday,204,King,5,345.0,1,9,35,3,Fall
1913,69.0,2019-01-16,Best Available Rate,2019-02-16,"16, February",12675,Saturday,107,King,1,69.0,1,2,7,1,Winter
1914,69.04285714285714,2016-08-03,Expedia,2016-10-01,"01, October",351,Saturday,101,Double ,7,483.3,1,10,39,4,Fall
1915,69.04285714285714,2016-08-03,Expedia,2016-10-02,"02, October",351,Sunday,101,Double ,7,483.3,1,10,39,4,Fall
1916,69.04285714285714,2016-08-03,Expedia,2016-10-03,"03, October",351,Monday,101,Double ,7,483.3,1,10,40,4,Fall
1917,69.04285714285714,2016-08-03,Expedia,2016-10-04,"04, October",351,Tuesday,101,Double ,7,483.3,1,10,40,4,Fall
1918,69.04285714285714,2016-08-03,Expedia,2016-10-05,"05, October",351,Wednesday,101,Double ,7,483.3,1,10,40,4,Fall
1919,69.04285714285714,2016-08-03,Expedia,2016-10-06,"06, October",351,Thursday,101,Double ,7,483.3,1,10,40,4,Fall
1920,69.04285714285714,2016-08-03,Expedia,2016-10-07,"07, October",351,Friday,101,Double ,7,483.3,1,10,40,4,Fall
1921,69.2,2016-12-13,Best Available Rate,2017-01-01,"01, January",1921,Sunday,204,King,5,346.0,1,1,52,1,Winter
1922,69.2,2016-12-13,Best Available Rate,2017-01-02,"02, January",1921,Monday,204,King,5,346.0,1,1,1,1,Winter
1923,69.2,2016-12-13,Best Available Rate,2017-01-03,"03, January",1921,Tuesday,204,King,5,346.0,1,1,1,1,Winter
1924,69.2,2016-12-13,Best Available Rate,2017-01-04,"04, January",1921,Wednesday,204,King,5,346.0,1,1,1,1,Winter
1925,69.2,2016-12-13,Best Available Rate,2017-01-05,"05, January",1921,Thursday,204,King,5,346.0,1,1,1,1,Winter
1926,69.33,2018-08-16,Best Available Rate,2018-08-17,"17, August",9866,Friday,204,King,1,69.33,1,8,33,3,Summer
1927,69.33333333333333,2017-07-25,Best Available Rate,2017-07-26,"26, July",5096,Wednesday,101,Double ,3,208.0,1,7,30,3,Summer
1928,69.33333333333333,2017-07-25,Best Available Rate,2017-07-27,"27, July",5096,Thursday,101,Double ,3,208.0,1,7,30,3,Summer
1929,69.33333333333333,2017-07-25,Best Available Rate,2017-07-28,"28, July",5096,Friday,101,Double ,3,208.0,1,7,30,3,Summer
1930,69.375,2016-09-18,Expedia,2016-09-22,"22, September",956,Thursday,110,Premier King,2,138.75,1,9,38,3,Fall
1931,69.375,2016-09-18,Expedia,2016-09-23,"23, September",956,Friday,110,Premier King,2,138.75,1,9,38,3,Fall
1932,69.5,2018-01-16,Expedia,2018-01-17,"17, January",7087,Wednesday,212,King,2,139.0,1,1,3,1,Winter
1933,69.5,2018-01-16,Expedia,2018-01-18,"18, January",7087,Thursday,212,King,2,139.0,1,1,3,1,Winter
1934,69.69,2016-07-22,Booking.com,2016-07-30,"30, July",237,Saturday,108,Double ,1,69.69,1,7,30,3,Summer
1935,69.69,2016-07-29,Booking.com,2016-07-29,"29, July",310,Friday,104,Double ,1,69.69,1,7,30,3,Summer
1936,69.69,2016-07-29,Booking.com,2016-07-29,"29, July",315,Friday,210,Double ,1,69.69,1,7,30,3,Summer
1937,69.69,2019-08-19,Best Available Rate,2019-08-19,"19, August",15270,Monday,112,Upscale King,1,69.69,1,8,34,3,Summer
1938,69.7,2018-12-15,Best Available Rate,2018-12-15,"15, December",12237,Saturday,201,King,1,69.7,1,12,50,4,Winter
1939,69.75,2016-07-12,Best Available Rate,2016-11-10,"10, November",153,Thursday,208,Double ,4,279.0,1,11,45,4,Fall
1940,69.75,2016-07-12,Best Available Rate,2016-11-11,"11, November",153,Friday,208,Double ,4,279.0,1,11,45,4,Fall
1941,69.75,2016-07-12,Best Available Rate,2016-11-12,"12, November",153,Saturday,208,Double ,4,279.0,1,11,45,4,Fall
1942,69.75,2016-07-12,Best Available Rate,2016-11-13,"13, November",153,Sunday,208,Double ,4,279.0,1,11,45,4,Fall
1943,69.75,2016-09-16,Expedia,2016-09-16,"16, September",926,Friday,103,King,1,69.75,1,9,37,3,Fall
1944,69.75,2016-09-28,Expedia,2016-10-30,"30, October",1090,Sunday,208,Double ,1,69.75,1,10,43,4,Fall
1945,69.75,2016-09-30,Expedia,2016-10-01,"01, October",1119,Saturday,202,King,1,69.75,1,10,39,4,Fall
1946,69.75,2016-09-30,Expedia,2016-10-24,"24, October",1126,Monday,109,Double ,2,139.5,1,10,43,4,Fall
1947,69.75,2016-09-30,Expedia,2016-10-25,"25, October",1126,Tuesday,109,Double ,2,139.5,1,10,43,4,Fall
1948,69.75,2016-09-30,Expedia,2016-10-24,"24, October",1127,Monday,210,Double ,2,139.5,1,10,43,4,Fall
1949,69.75,2016-09-30,Expedia,2016-10-25,"25, October",1127,Tuesday,210,Double ,2,139.5,1,10,43,4,Fall
1950,69.75,2016-09-30,Expedia,2016-10-24,"24, October",1128,Monday,206,Double ,2,139.5,1,10,43,4,Fall
1951,69.75,2016-09-30,Expedia,2016-10-25,"25, October",1128,Tuesday,206,Double ,2,139.5,1,10,43,4,Fall
1952,69.75,2016-11-06,Expedia,2016-12-27,"27, December",1564,Tuesday,208,Double ,3,209.25,1,12,52,4,Winter
1953,69.75,2016-11-06,Expedia,2016-12-28,"28, December",1564,Wednesday,208,Double ,3,209.25,1,12,52,4,Winter
1954,69.75,2016-11-06,Expedia,2016-12-29,"29, December",1564,Thursday,208,Double ,3,209.25,1,12,52,4,Winter
1955,69.75,2016-11-08,Expedia,2016-11-13,"13, November",1580,Sunday,107,King,2,139.5,1,11,45,4,Fall
1956,69.75,2016-11-08,Expedia,2016-11-14,"14, November",1580,Monday,107,King,2,139.5,1,11,46,4,Fall
1957,69.75,2016-11-16,Expedia,2016-11-19,"19, November",1641,Saturday,103,King,1,69.75,1,11,46,4,Fall
1958,69.75,2016-12-23,Best Available Rate,2016-12-27,"27, December",2020,Tuesday,101,Double ,4,279.0,1,12,52,4,Winter
1959,69.75,2016-12-23,Best Available Rate,2016-12-28,"28, December",2020,Wednesday,101,Double ,4,279.0,1,12,52,4,Winter
1960,69.75,2016-12-23,Best Available Rate,2016-12-29,"29, December",2020,Thursday,101,Double ,4,279.0,1,12,52,4,Winter
1961,69.75,2016-12-23,Best Available Rate,2016-12-30,"30, December",2020,Friday,101,Double ,4,279.0,1,12,52,4,Winter
1962,69.75,2016-11-16,Expedia,2016-11-25,"25, November",1651,Friday,210,Double ,2,139.5,1,11,47,4,Fall
1963,69.75,2016-11-16,Expedia,2016-11-26,"26, November",1651,Saturday,210,Double ,2,139.5,1,11,47,4,Fall
1964,69.75,2016-11-17,Expedia,2016-11-25,"25, November",1657,Friday,104,Double ,1,69.75,1,11,47,4,Fall
1965,69.75,2016-11-17,Expedia,2016-11-25,"25, November",1658,Friday,206,Double ,1,69.75,1,11,47,4,Fall
1966,69.75,2016-11-19,Expedia,2016-11-19,"19, November",1680,Saturday,208,Double ,1,69.75,1,11,46,4,Fall
1967,69.75,2016-11-22,Expedia,2016-11-25,"25, November",1704,Friday,201,King,1,69.75,1,11,47,4,Fall
1968,69.75,2016-11-22,Expedia,2016-11-25,"25, November",1705,Friday,203,King,1,69.75,1,11,47,4,Fall
1969,69.75,2016-11-26,Expedia,2016-12-03,"03, December",1732,Saturday,104,Double ,1,69.75,1,12,48,4,Winter
1970,69.75,2016-11-28,Expedia,2016-12-02,"02, December",1743,Friday,103,King,1,69.75,1,12,48,4,Winter
1971,69.75,2016-12-03,Expedia,2016-12-17,"17, December",1801,Saturday,107,King,1,69.75,1,12,50,4,Winter
1972,69.75,2016-12-05,Expedia,2016-12-17,"17, December",1835,Saturday,209,Double ,1,69.75,1,12,50,4,Winter
1973,69.75,2016-12-09,Expedia,2016-12-15,"15, December",1884,Thursday,204,King,1,69.75,1,12,50,4,Winter
1974,69.75,2016-12-09,Expedia,2017-01-03,"03, January",1889,Tuesday,106,Double ,1,69.75,1,1,1,1,Winter
1975,69.75,2016-12-15,Expedia,2016-12-16,"16, December",1949,Friday,206,Double ,1,69.75,1,12,50,4,Winter
1976,69.75,2017-01-05,Expedia,2017-01-16,"16, January",2236,Monday,204,King,1,69.75,1,1,3,1,Winter
1977,69.75,2017-01-07,Expedia,2017-01-16,"16, January",2268,Monday,203,King,4,279.0,1,1,3,1,Winter
1978,69.75,2017-01-07,Expedia,2017-01-17,"17, January",2268,Tuesday,203,King,4,279.0,1,1,3,1,Winter
1979,69.75,2017-01-07,Expedia,2017-01-18,"18, January",2268,Wednesday,203,King,4,279.0,1,1,3,1,Winter
1980,69.75,2017-01-07,Expedia,2017-01-19,"19, January",2268,Thursday,203,King,4,279.0,1,1,3,1,Winter
1981,69.75,2017-01-07,Expedia,2017-01-16,"16, January",2269,Monday,205,King,4,279.0,1,1,3,1,Winter
1982,69.75,2017-01-07,Expedia,2017-01-17,"17, January",2269,Tuesday,205,King,4,279.0,1,1,3,1,Winter
1983,69.75,2017-01-07,Expedia,2017-01-18,"18, January",2269,Wednesday,205,King,4,279.0,1,1,3,1,Winter
1984,69.75,2017-01-07,Expedia,2017-01-19,"19, January",2269,Thursday,205,King,4,279.0,1,1,3,1,Winter
1985,69.75,2017-01-09,Expedia,2017-01-17,"17, January",2296,Tuesday,204,King,2,139.5,1,1,3,1,Winter
1986,69.75,2017-01-09,Expedia,2017-01-18,"18, January",2296,Wednesday,204,King,2,139.5,1,1,3,1,Winter
1987,69.75,2017-01-27,Expedia,2017-01-29,"29, January",2566,Sunday,201,King,1,69.75,1,1,4,1,Winter
1988,69.75,2017-01-27,Expedia,2017-01-29,"29, January",2567,Sunday,203,King,1,69.75,1,1,4,1,Winter
1989,69.75,2017-01-28,Expedia,2017-01-31,"31, January",2587,Tuesday,205,King,1,69.75,1,1,5,1,Winter
1990,69.75,2017-01-30,Expedia,2017-02-04,"04, February",2609,Saturday,109,Double ,1,69.75,1,2,5,1,Winter
1991,69.75,2017-01-30,Expedia,2017-02-04,"04, February",2610,Saturday,210,Double ,1,69.75,1,2,5,1,Winter
1992,69.75,2017-01-30,Expedia,2017-02-02,"02, February",2624,Thursday,204,King,2,139.5,1,2,5,1,Winter
1993,69.75,2017-01-30,Expedia,2017-02-03,"03, February",2624,Friday,204,King,2,139.5,1,2,5,1,Winter
1994,69.75,2017-01-31,Expedia,2017-02-03,"03, February",2638,Friday,105,Premier King,1,69.75,1,2,5,1,Winter
1995,69.75,2017-01-31,Expedia,2017-02-04,"04, February",2640,Saturday,105,Premier King,1,69.75,1,2,5,1,Winter
1996,69.75,2017-02-01,Expedia,2017-02-03,"03, February",2657,Friday,109,Double ,1,69.75,1,2,5,1,Winter
1997,69.75,2017-02-13,Expedia,2017-02-13,"13, February",2808,Monday,202,King,2,139.5,1,2,7,1,Winter
1998,69.75,2017-02-13,Expedia,2017-02-14,"14, February",2808,Tuesday,202,King,2,139.5,1,2,7,1,Winter
1999,69.75,2017-02-28,Expedia,2017-02-28,"28, February",3139,Tuesday,103,King,1,69.75,1,2,9,1,Winter
2000,69.75,2017-03-02,Expedia,2017-03-06,"06, March",3159,Monday,209,Double ,1,69.75,1,3,10,1,Spring
2001,69.75,2017-03-03,Expedia,2017-03-06,"06, March",3187,Monday,208,Double ,2,139.5,1,3,10,1,Spring
2002,69.75,2017-03-03,Expedia,2017-03-07,"07, March",3187,Tuesday,208,Double ,2,139.5,1,3,10,1,Spring
2003,69.75,2017-03-05,Expedia,2017-03-06,"06, March",3199,Monday,202,King,1,69.75,1,3,10,1,Spring
2004,69.75,2017-03-05,Expedia,2017-03-06,"06, March",3206,Monday,207,King,1,69.75,1,3,10,1,Spring
2005,69.75,2017-03-05,Expedia,2017-03-06,"06, March",3207,Monday,203,King,1,69.75,1,3,10,1,Spring
2006,69.75,2017-03-05,Expedia,2017-03-06,"06, March",3208,Monday,205,King,1,69.75,1,3,10,1,Spring
2007,69.75,2017-03-06,Expedia,2017-03-06,"06, March",3220,Monday,206,Double ,1,69.75,1,3,10,1,Spring
2008,69.75,2017-03-06,Expedia,2017-03-06,"06, March",3221,Monday,104,Double ,1,69.75,1,3,10,1,Spring
2009,69.75,2017-03-06,Expedia,2017-03-06,"06, March",3222,Monday,107,King,2,139.5,1,3,10,1,Spring
2010,69.75,2017-03-06,Expedia,2017-03-07,"07, March",3222,Tuesday,107,King,2,139.5,1,3,10,1,Spring
2011,69.75,2017-03-07,Expedia,2017-03-08,"08, March",3238,Wednesday,208,Double ,1,69.75,1,3,10,1,Spring
2012,69.75,2017-04-03,Expedia,2017-04-14,"14, April",3625,Friday,107,King,1,69.75,1,4,15,2,Spring
2013,69.75,2017-04-04,Expedia,2017-04-21,"21, April",3642,Friday,202,King,2,139.5,1,4,16,2,Spring
2014,69.75,2017-04-04,Expedia,2017-04-22,"22, April",3642,Saturday,202,King,2,139.5,1,4,16,2,Spring
2015,69.75,2017-04-05,Expedia,2017-04-05,"05, April",3654,Wednesday,208,Double ,2,139.5,1,4,14,2,Spring
2016,69.75,2017-04-05,Expedia,2017-04-06,"06, April",3654,Thursday,208,Double ,2,139.5,1,4,14,2,Spring
2017,69.75,2017-04-14,Expedia,2017-05-27,"27, May",3762,Saturday,204,King,2,139.5,1,5,21,2,Spring
2018,69.75,2017-04-14,Expedia,2017-05-28,"28, May",3762,Sunday,204,King,2,139.5,1,5,21,2,Spring
2019,69.75,2017-05-25,Expedia,2017-06-21,"21, June",4365,Wednesday,203,King,4,279.0,1,6,25,2,Summer
2020,69.75,2017-05-25,Expedia,2017-06-22,"22, June",4365,Thursday,203,King,4,279.0,1,6,25,2,Summer
2021,69.75,2017-05-25,Expedia,2017-06-23,"23, June",4365,Friday,203,King,4,279.0,1,6,25,2,Summer
2022,69.75,2017-05-25,Expedia,2017-06-24,"24, June",4365,Saturday,203,King,4,279.0,1,6,25,2,Summer
2023,69.75,2017-10-15,Expedia,2017-10-17,"17, October",6055,Tuesday,202,King,2,139.5,1,10,42,4,Fall
2024,69.75,2017-10-15,Expedia,2017-10-18,"18, October",6055,Wednesday,202,King,2,139.5,1,10,42,4,Fall
2025,69.75,2018-07-06,Expedia,2018-07-19,"19, July",9535,Thursday,110,Premier King,2,139.5,1,7,29,3,Summer
2026,69.75,2018-07-06,Expedia,2018-07-20,"20, July",9535,Friday,110,Premier King,2,139.5,1,7,29,3,Summer
2027,69.75,2018-08-20,Expedia,2018-08-24,"24, August",9887,Friday,210,Double ,4,279.0,1,8,34,3,Summer
2028,69.75,2018-08-20,Expedia,2018-08-25,"25, August",9887,Saturday,210,Double ,4,279.0,1,8,34,3,Summer
2029,69.75,2018-08-20,Expedia,2018-08-26,"26, August",9887,Sunday,210,Double ,4,279.0,1,8,34,3,Summer
2030,69.75,2018-08-20,Expedia,2018-08-27,"27, August",9887,Monday,210,Double ,4,279.0,1,8,35,3,Summer
2031,69.75,2018-10-05,Expedia,2018-10-05,"05, October",10366,Friday,206,Double ,2,139.5,1,10,40,4,Fall
2032,69.75,2018-10-05,Expedia,2018-10-06,"06, October",10366,Saturday,206,Double ,2,139.5,1,10,40,4,Fall
2033,69.75,2018-10-27,Expedia,2018-11-17,"17, November",10593,Saturday,105,Premier King,2,139.5,1,11,46,4,Fall
2034,69.75,2018-10-27,Expedia,2018-11-18,"18, November",10593,Sunday,105,Premier King,2,139.5,1,11,46,4,Fall
2035,69.75,2018-10-27,Expedia,2018-11-17,"17, November",10594,Saturday,107,King,2,139.5,1,11,46,4,Fall
2036,69.75,2018-10-27,Expedia,2018-11-18,"18, November",10594,Sunday,107,King,2,139.5,1,11,46,4,Fall
2037,69.75,2018-10-27,Expedia,2018-11-17,"17, November",10595,Saturday,202,King,2,139.5,1,11,46,4,Fall
2038,69.75,2018-10-27,Expedia,2018-11-18,"18, November",10595,Sunday,202,King,2,139.5,1,11,46,4,Fall
2039,69.75,2018-12-20,Expedia,2018-12-22,"22, December",12277,Saturday,202,King,2,139.5,1,12,51,4,Winter
2040,69.75,2018-12-20,Expedia,2018-12-23,"23, December",12277,Sunday,202,King,2,139.5,1,12,51,4,Winter
2041,69.75,2018-12-31,Expedia,2019-01-03,"03, January",12417,Thursday,107,King,2,139.5,1,1,1,1,Winter
2042,69.75,2018-12-31,Expedia,2019-01-04,"04, January",12417,Friday,107,King,2,139.5,1,1,1,1,Winter
2043,69.75,2019-01-04,Expedia,2019-01-04,"04, January",12477,Friday,209,Double ,1,69.75,1,1,1,1,Winter
2044,69.75,2019-01-05,Expedia,2019-01-05,"05, January",12499,Saturday,205,King,1,69.75,1,1,1,1,Winter
2045,69.75,2019-01-09,Expedia,2019-01-09,"09, January",12570,Wednesday,104,Double ,1,69.75,1,1,2,1,Winter
2046,69.75,2019-02-08,Expedia,2019-02-13,"13, February",13013,Wednesday,103,King,1,69.75,1,2,7,1,Winter
2047,69.75,2019-02-09,Expedia,2019-02-10,"10, February",13031,Sunday,107,King,3,209.25,1,2,6,1,Winter
2048,69.75,2019-02-09,Expedia,2019-02-11,"11, February",13031,Monday,107,King,3,209.25,1,2,7,1,Winter
2049,69.75,2019-02-09,Expedia,2019-02-12,"12, February",13031,Tuesday,107,King,3,209.25,1,2,7,1,Winter
2050,69.75,2019-02-10,Expedia,2019-02-10,"10, February",13035,Sunday,103,King,1,69.75,1,2,6,1,Winter
2051,69.75,2019-02-10,Expedia,2019-02-12,"12, February",13042,Tuesday,104,Double ,1,69.75,1,2,7,1,Winter
2052,69.75,2019-02-11,Expedia,2019-02-12,"12, February",13050,Tuesday,205,King,1,69.75,1,2,7,1,Winter
2053,69.75,2019-02-11,Expedia,2019-02-12,"12, February",13064,Tuesday,101,Double ,1,69.75,1,2,7,1,Winter
2054,69.75,2019-02-12,Expedia,2019-02-12,"12, February",13069,Tuesday,206,Double ,1,69.75,1,2,7,1,Winter
2055,69.75,2019-02-17,Expedia,2019-02-17,"17, February",13160,Sunday,201,King,1,69.75,1,2,7,1,Winter
2056,69.75,2019-02-17,Expedia,2019-02-21,"21, February",13164,Thursday,104,Double ,1,69.75,1,2,8,1,Winter
2057,69.75,2019-02-17,Expedia,2019-02-18,"18, February",13178,Monday,210,Double ,2,139.5,1,2,8,1,Winter
2058,69.75,2019-02-17,Expedia,2019-02-19,"19, February",13178,Tuesday,210,Double ,2,139.5,1,2,8,1,Winter
2059,69.75,2019-02-17,Expedia,2019-02-18,"18, February",13179,Monday,208,Double ,1,69.75,1,2,8,1,Winter
2060,69.75,2019-02-17,Expedia,2019-02-18,"18, February",13182,Monday,209,Double ,1,69.75,1,2,8,1,Winter
2061,69.75,2019-02-18,Expedia,2019-02-21,"21, February",13201,Thursday,209,Double ,1,69.75,1,2,8,1,Winter
2062,69.75,2019-02-19,Expedia,2019-02-19,"19, February",13204,Tuesday,204,King,1,69.75,1,2,8,1,Winter
2063,69.75,2019-02-24,Expedia,2019-02-24,"24, February",13291,Sunday,110,Premier King,1,69.75,1,2,8,1,Winter
2064,69.75,2019-02-24,Expedia,2019-02-25,"25, February",13305,Monday,104,Double ,2,139.5,1,2,9,1,Winter
2065,69.75,2019-02-24,Expedia,2019-02-26,"26, February",13305,Tuesday,104,Double ,2,139.5,1,2,9,1,Winter
2066,69.75,2019-02-26,Expedia,2019-02-27,"27, February",13342,Wednesday,202,King,1,69.75,1,2,9,1,Winter
2067,69.75,2019-02-26,Expedia,2019-02-28,"28, February",13350,Thursday,110,Premier King,1,69.75,1,2,9,1,Winter
2068,69.75,2019-02-27,Expedia,2019-02-27,"27, February",13372,Wednesday,207,King,2,139.5,1,2,9,1,Winter
2069,69.75,2019-02-27,Expedia,2019-02-28,"28, February",13372,Thursday,207,King,2,139.5,1,2,9,1,Winter
2070,69.75,2019-02-27,Expedia,2019-02-27,"27, February",13379,Wednesday,203,King,2,139.5,1,2,9,1,Winter
2071,69.75,2019-02-27,Expedia,2019-02-28,"28, February",13379,Thursday,203,King,2,139.5,1,2,9,1,Winter
2072,69.75,2019-02-27,Expedia,2019-02-27,"27, February",13386,Wednesday,104,Double ,1,69.75,1,2,9,1,Winter
2073,69.75,2019-02-27,Expedia,2019-02-28,"28, February",13394,Thursday,104,Double ,1,69.75,1,2,9,1,Winter
2074,69.75,2019-02-28,Expedia,2019-02-28,"28, February",13404,Thursday,210,Double ,1,69.75,1,2,9,1,Winter
2075,69.75,2019-03-02,Expedia,2019-03-03,"03, March",13446,Sunday,106,Double ,1,69.75,1,3,9,1,Spring
2076,69.75,2019-03-02,Expedia,2019-03-03,"03, March",13455,Sunday,103,King,1,69.75,1,3,9,1,Spring
2077,69.75,2019-03-02,Expedia,2019-03-04,"04, March",13461,Monday,201,King,1,69.75,1,3,10,1,Spring
2078,69.75,2019-03-03,Expedia,2019-03-05,"05, March",13472,Tuesday,208,Double ,1,69.75,1,3,10,1,Spring
2079,69.75,2019-03-03,Expedia,2019-03-04,"04, March",13474,Monday,204,King,2,139.5,1,3,10,1,Spring
2080,69.75,2019-03-03,Expedia,2019-03-05,"05, March",13474,Tuesday,204,King,2,139.5,1,3,10,1,Spring
2081,69.75,2019-03-03,Expedia,2019-03-05,"05, March",13485,Tuesday,206,Double ,1,69.75,1,3,10,1,Spring
2082,69.75,2019-03-03,Expedia,2019-03-07,"07, March",13486,Thursday,209,Double ,1,69.75,1,3,10,1,Spring
2083,69.75,2019-03-04,Expedia,2019-03-05,"05, March",13507,Tuesday,101,Double ,1,69.75,1,3,10,1,Spring
2084,69.75,2019-03-04,Expedia,2019-03-04,"04, March",13514,Monday,103,King,1,69.75,1,3,10,1,Spring
2085,69.75,2019-03-04,Expedia,2019-03-04,"04, March",13521,Monday,101,Double ,1,69.75,1,3,10,1,Spring
2086,69.75,2019-03-05,Expedia,2019-03-07,"07, March",13529,Thursday,201,King,1,69.75,1,3,10,1,Spring
2087,69.75,2019-04-01,Expedia,2019-04-01,"01, April",13894,Monday,107,King,2,139.5,1,4,14,2,Spring
2088,69.75,2019-04-01,Expedia,2019-04-02,"02, April",13894,Tuesday,107,King,2,139.5,1,4,14,2,Spring
2089,69.75,2019-03-06,Expedia,2019-03-07,"07, March",13546,Thursday,202,King,1,69.75,1,3,10,1,Spring
2090,69.75,2019-03-07,Expedia,2019-03-07,"07, March",13559,Thursday,204,King,1,69.75,1,3,10,1,Spring
2091,69.75,2019-03-10,Expedia,2019-03-10,"10, March",13603,Sunday,109,Double ,1,69.75,1,3,10,1,Spring
2092,69.75,2019-03-17,Expedia,2019-03-17,"17, March",13708,Sunday,206,Double ,1,69.75,1,3,11,1,Spring
2093,69.75,2019-03-17,Expedia,2019-03-17,"17, March",13709,Sunday,106,Double ,1,69.75,1,3,11,1,Spring
2094,69.75,2019-03-17,Expedia,2019-03-17,"17, March",13715,Sunday,209,Double ,1,69.75,1,3,11,1,Spring
2095,69.75,2019-03-18,Expedia,2019-03-18,"18, March",13718,Monday,101,Double ,1,69.75,1,3,12,1,Spring
2096,69.75,2019-03-18,Expedia,2019-03-18,"18, March",13730,Monday,108,Double ,1,69.75,1,3,12,1,Spring
2097,69.75,2019-03-18,Expedia,2019-03-19,"19, March",13734,Tuesday,103,King,1,69.75,1,3,12,1,Spring
2098,69.75,2019-03-19,Expedia,2019-03-19,"19, March",13736,Tuesday,203,King,1,69.75,1,3,12,1,Spring
2099,69.75,2019-03-23,Expedia,2019-03-25,"25, March",13791,Monday,201,King,3,209.25,1,3,13,1,Spring
2100,69.75,2019-03-23,Expedia,2019-03-26,"26, March",13791,Tuesday,201,King,3,209.25,1,3,13,1,Spring
